Timestamp,Colour presented,Presentation time,Keys pressed,Response Times
20230724T214115,"(1, 1, 0)",4.35,[249],[3]
20230724T214119,"(0, 0, 1)",6.33,[262],[3]
20230724T214125,"(1, 1, 0)",6.58,[220],[3]
20230724T214132,"(1, 0, 0)",3.26,[282],[3]
20230724T214135,"(0, 1, 0)",6.93,[286],[3]
20230724T214142,"(1, 0, 0)",7.05,[388],[3]
20230724T214149,"(0, 0, 1)",5.08,[265],[3]
20230724T214154,"(1, 0, 0)",6.08,[255],[3]
20230724T214201,"(0, 1, 0)",7.3,[232],[3]
20230724T214208,"(1, 0, 0)",5.3,[329],[3]
20230724T214213,"(0, 1, 0)",5.85,[388],[3]
20230724T214219,"(1, 1, 0)",4.6,[303],[3]
20230724T214224,"(1, 0, 0)",7.98,[288],[3]
20230724T214232,"(0, 1, 0)",2.68,[224],[3]
20230724T214234,"(1, 1, 0)",5.06,[320],[3]
20230724T214239,"(1, 0, 0)",7.97,[238],[3]
20230724T214247,"(0, 1, 0)",7.66,[361],[3]
20230724T214255,"(0, 0, 1)",8.48,[241],[3]
20230724T214304,"(1, 1, 0)",6.92,[250],[3]
20230724T214311,"(0, 0, 1)",6.36,[328],[3]
20230724T214317,"(1, 1, 0)",5.87,[231],[3]
20230724T214323,"(1, 0, 0)",8.39,[369],[3]
20230724T214331,"(0, 1, 0)",2.65,[657],[3]
20230724T214334,"(1, 0, 0)",4.09,[524],[3]
20230724T214338,"(1, 1, 0)",6.31,[234],[3]
20230724T214344,"(1, 0, 0)",8.71,[333],[3]
20230724T214353,"(0, 0, 1)",5.59,[213],[3]
20230724T214359,"(1, 0, 0)",7.37,[272],[3]
20230724T214406,"(1, 1, 0)",4.73,[279],[3]
20230724T214411,"(1, 0, 0)",9.08,"[301, 8021]","[3, 3]"
20230724T214420,"(0, 1, 0)",3.96,[305],[3]
20230724T214424,"(0, 0, 1)",6.93,[320],[3]
20230724T214431,"(1, 0, 0)",3.71,[281],[3]
20230724T214435,"(1, 1, 0)",1.1,[308],[3]
20230724T214436,"(1, 0, 0)",1.78,[322],[3]
20230724T214438,"(0, 0, 1)",7.41,[272],[3]
20230724T214445,"(0, 1, 0)",9.54,[246],[3]
20230724T214455,"(1, 1, 0)",4.59,[306],[3]
20230724T214459,"(0, 1, 0)",5.92,[313],[3]
20230724T214505,"(1, 0, 0)",8.08,[275],[3]
20230724T214513,"(1, 1, 0)",4.54,[276],[3]
20230724T214518,"(0, 1, 0)",1.04,[294],[3]
20230724T214519,"(0, 0, 1)",3.98,[344],[3]
20230724T214523,"(1, 1, 0)",2.83,[260],[3]
20230724T214526,"(1, 0, 0)",8.01,[268],[3]
20230724T214534,"(0, 1, 0)",2.95,[290],[3]
20230724T214537,"(1, 1, 0)",7.38,[348],[3]
20230724T214544,"(0, 0, 1)",4.92,[277],[3]
20230724T214549,"(1, 1, 0)",9.27,[287],[3]
20230724T214558,"(0, 1, 0)",7.27,[319],[3]
20230724T214606,"(1, 0, 0)",1.36,[605],[3]
20230724T214607,"(1, 1, 0)",4.54,[398],[3]
20230724T214612,"(1, 0, 0)",7.8,[298],[3]
20230724T214619,"(0, 0, 1)",4.2,[266],[3]
20230724T214624,"(0, 1, 0)",1.66,[288],[3]
20230724T214625,"(0, 0, 1)",1.88,[336],[3]
20230724T214627,"(0, 1, 0)",7.62,[287],[3]
20230724T214635,"(1, 1, 0)",3.32,[307],[3]
20230724T214638,"(0, 1, 0)",2.48,[401],[3]
20230724T214641,"(1, 1, 0)",5.23,[323],[3]
20230724T214646,"(1, 0, 0)",8.62,[334],[3]
20230724T214655,"(1, 1, 0)",9.32,[369],[3]
20230724T214704,"(1, 0, 0)",5.65,[313],[3]
20230724T214710,"(0, 0, 1)",5.89,[291],[3]
20230724T214715,"(1, 0, 0)",6.76,[340],[3]
20230724T214722,"(0, 1, 0)",2.06,[359],[3]
20230724T214724,"(1, 1, 0)",6.45,[461],[3]
20230724T214731,"(0, 0, 1)",1.89,[286],[3]
20230724T214733,"(1, 1, 0)",7.73,[366],[3]
20230724T214740,"(1, 0, 0)",2.32,[294],[3]
20230724T214743,"(1, 1, 0)",8.23,[360],[3]
20230724T214751,"(1, 0, 0)",2.8,[392],[3]
20230724T214754,"(1, 1, 0)",6.87,[379],[3]
20230724T214801,"(1, 0, 0)",8.22,[355],[3]
20230724T214809,"(0, 1, 0)",5.37,[332],[3]
20230724T214814,"(0, 0, 1)",4.98,[297],[3]
20230724T214819,"(0, 1, 0)",6.45,[381],[3]
20230724T214826,"(1, 0, 0)",7.46,[291],[3]
20230724T214833,"(0, 1, 0)",2.06,[328],[3]
20230724T214835,"(0, 0, 1)",9.48,[333],[3]
20230724T214845,"(1, 0, 0)",7.19,[333],[3]
20230724T214852,"(0, 1, 0)",1.21,[351],[3]
20230724T214853,"(1, 1, 0)",3.07,[348],[3]
20230724T214856,"(0, 1, 0)",5.63,"[382, 4936]","[3, 3]"
20230724T214902,"(1, 0, 0)",5.73,[752],[3]
20230724T214908,"(0, 1, 0)",9.97,[456],[3]
20230724T214918,"(1, 0, 0)",1.4,[380],[3]
20230724T214919,"(0, 1, 0)",6.24,[356],[3]
20230724T214926,"(0, 0, 1)",7.95,[362],[3]
20230724T214933,"(1, 0, 0)",2.37,[315],[3]
20230724T214936,"(1, 1, 0)",5.13,[314],[3]
20230724T214941,"(0, 0, 1)",5.03,[277],[3]
20230724T214946,"(0, 1, 0)",8.66,[267],[3]
20230724T214955,"(1, 1, 0)",6.51,[424],[3]
20230724T215001,"(1, 0, 0)",7.24,[617],[3]
20230724T215009,"(0, 0, 1)",7.75,[530],[3]
20230724T215016,"(1, 0, 0)",8.76,[300],[3]
20230724T215025,"(0, 0, 1)",7.32,[479],[3]
20230724T215032,"(1, 1, 0)",8.45,[347],[3]
20230724T215041,"(1, 0, 0)",9.92,[491],[3]
20230724T215051,"(1, 1, 0)",6.45,[249],[3]
20230724T215057,"(1, 0, 0)",4.74,[331],[3]
20230724T215102,"(1, 1, 0)",3.79,[261],[3]
20230724T215106,"(1, 0, 0)",8.28,[384],[3]
20230724T215114,"(0, 1, 0)",8.84,[365],[3]
20230724T215123,"(1, 0, 0)",8.01,[292],[3]
20230724T215131,"(1, 1, 0)",4.9,[301],[3]
20230724T215136,"(1, 0, 0)",6.59,[282],[3]
20230724T215143,"(1, 1, 0)",8.8,[252],[3]
20230724T215151,"(1, 0, 0)",8.2,[250],[3]
20230724T215200,"(0, 1, 0)",5.55,[282],[3]
20230724T215205,"(0, 0, 1)",1.75,[252],[3]
20230724T215207,"(1, 1, 0)",6.68,[252],[3]
