Timestamp,Colour presented,Presentation time,Keys pressed,Response Times
20230724T230130,"(1, 0, 0)",3.46,[473],[0]
20230724T230133,"(1, 1, 0)",8.27,[284],[0]
20230724T230141,"(0, 0, 1)",9.91,[320],[0]
20230724T230151,"(1, 1, 0)",6.92,[285],[0]
20230724T230158,"(0, 0, 1)",5.83,[321],[0]
20230724T230204,"(0, 1, 0)",7.42,[514],[0]
20230724T230212,"(1, 0, 0)",7.47,[299],[0]
20230724T230219,"(0, 0, 1)",1.36,[313],[0]
20230724T230220,"(1, 1, 0)",2.29,[378],[0]
20230724T230223,"(0, 0, 1)",5.57,[308],[0]
20230724T230228,"(1, 1, 0)",1.9,[335],[0]
20230724T230230,"(0, 1, 0)",1.32,[573],[0]
20230724T230232,"(0, 0, 1)",1.1,[431],[0]
20230724T230233,"(0, 1, 0)",7.86,[507],[0]
20230724T230241,"(1, 0, 0)",5.93,[331],[0]
20230724T230247,"(1, 1, 0)",6.73,[290],[0]
20230724T230253,"(0, 0, 1)",5.17,[309],[0]
20230724T230258,"(1, 0, 0)",3.86,[298],[0]
20230724T230302,"(1, 1, 0)",6.7,[326],[0]
20230724T230309,"(0, 0, 1)",9.97,[290],[0]
20230724T230319,"(1, 1, 0)",7.92,[278],[0]
20230724T230327,"(1, 0, 0)",6.12,[295],[0]
20230724T230333,"(1, 1, 0)",1.93,[296],[0]
20230724T230335,"(0, 1, 0)",5.27,[354],[0]
20230724T230340,"(0, 0, 1)",4.65,[287],[0]
20230724T230345,"(1, 1, 0)",8.8,[296],[0]
20230724T230354,"(0, 1, 0)",3.7,[315],[0]
20230724T230358,"(1, 0, 0)",4.2,[481],[0]
20230724T230402,"(0, 0, 1)",3.79,[289],[0]
20230724T230406,"(1, 0, 0)",8.0,[658],[0]
20230724T230414,"(1, 1, 0)",7.76,[332],[0]
20230724T230421,"(0, 1, 0)",3.48,[335],[0]
20230724T230425,"(1, 0, 0)",9.63,[327],[0]
20230724T230435,"(0, 0, 1)",9.92,[376],[0]
20230724T230445,"(0, 1, 0)",8.55,[354],[0]
20230724T230453,"(1, 0, 0)",4.05,[378],[0]
20230724T230457,"(0, 1, 0)",1.99,[343],[0]
20230724T230459,"(0, 0, 1)",5.55,[379],[0]
