Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230722T002231,7.8,[3],[240]
20230722T002238,3.64,[3],[271]
20230722T002242,6.8,"[3, 3]","[269, 5132]"
20230722T002249,4.12,[3],[201]
20230722T002253,3.21,[3],[368]
20230722T002256,2.14,[3],[285]
20230722T002258,7.48,[3],[276]
20230722T002306,2.57,[3],[235]
20230722T002308,4.03,[3],[339]
20230722T002312,5.86,[3],[267]
20230722T002318,2.36,[3],[301]
20230722T002321,3.61,[3],[252]
20230722T002324,2.65,[3],[251]
20230722T002327,5.3,[3],[247]
20230722T002332,4.32,[3],[256]
20230722T002337,3.14,[3],[275]
20230722T002340,3.08,[3],[259]
20230722T002343,4.68,[3],[285]
20230722T002347,6.39,[3],[238]
20230722T002354,1.24,[3],[226]
20230722T002355,6.56,[3],[286]
20230722T002402,8.38,[3],[237]
20230722T002410,2.68,[3],[247]
20230722T002413,7.51,[3],[310]
20230722T002420,4.17,[3],[273]
20230722T002424,5.91,[3],[358]
20230722T002430,6.94,[3],[250]
20230722T002437,5.39,[3],[218]
20230722T002443,6.17,[3],[291]
20230722T002449,3.42,[3],[237]
20230722T002452,8.73,[3],[279]
20230722T002501,1.32,[3],[246]
20230722T002502,4.99,[3],[356]
20230722T002507,4.34,[3],[257]
20230722T002512,5.9,[3],[278]
20230722T002518,1.01,[3],[194]
20230722T002519,4.74,[3],[277]
20230722T002523,1.91,[3],[221]
20230722T002525,7.81,[3],[270]
