Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230721T232400,8.81,[3],[266]
20230721T232408,4.0,[3],[275]
20230721T232412,5.76,[3],[268]
20230721T232418,4.18,[3],[208]
20230721T232422,6.49,[3],[282]
20230721T232429,3.16,[3],[440]
20230721T232432,4.53,[3],[267]
20230721T232437,6.97,[3],[329]
20230721T232444,6.78,[3],[238]
20230721T232450,6.65,[3],[231]
20230721T232457,1.26,[3],[301]
20230721T232458,7.73,[3],[313]
20230721T232506,2.48,[3],[304]
20230721T232508,6.57,[3],[253]
20230721T232515,4.8,[3],[281]
20230721T232520,6.4,[3],[392]
20230721T232526,4.98,[3],[378]
20230721T232531,7.95,[3],[243]
20230721T232539,7.53,[3],[345]
20230721T232547,2.81,[3],[508]
20230721T232550,1.6,[3],[418]
20230721T232551,5.22,[3],[305]
20230721T232556,2.51,[3],[361]
20230721T232559,3.5,[3],[501]
20230721T232602,1.73,[3],[272]
20230721T232604,4.48,[3],[311]
20230721T232609,1.25,[3],[243]
20230721T232610,2.29,[3],[270]
20230721T232612,1.67,[3],[277]
20230721T232614,8.21,[3],[315]
20230721T232622,7.48,"[3, 3]","[287, 1202]"
20230721T232630,4.07,[3],[246]
20230721T232634,6.56,[3],[272]
20230721T232640,6.53,[3],[302]
20230721T232647,5.73,[3],[314]
20230721T232653,6.22,[3],[326]
