Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230721T205829,5.71,[3],[201]
20230721T205834,5.79,[3],[201]
20230721T205840,2.65,[3],[320]
20230721T205843,4.32,[3],[213]
20230721T205847,8.98,[3],[179]
20230721T205856,1.08,[3],[181]
20230721T205857,7.73,[3],[263]
20230721T205905,4.4,[3],[189]
20230721T205909,2.68,[3],[188]
20230721T205912,2.28,[3],[202]
20230721T205914,4.8,[3],[207]
20230721T205919,5.56,"[3, 3]","[177, 4602]"
20230721T205925,8.43,[3],[203]
20230721T205933,5.29,[3],[197]
20230721T205938,5.99,[3],[215]
20230721T205944,6.9,[3],[187]
20230721T205951,3.84,[3],[249]
20230721T205955,7.2,[3],[228]
20230721T210002,6.56,[3],[236]
20230721T210009,5.28,[3],[289]
20230721T210014,2.5,[3],[242]
20230721T210017,8.37,[3],[250]
20230721T210025,6.28,[3],[185]
20230721T210031,4.62,[3],[261]
20230721T210036,1.26,[3],[237]
20230721T210037,4.93,[3],[279]
20230721T210042,6.05,[3],[259]
20230721T210048,3.6,[3],[213]
20230721T210052,4.57,[3],[284]
20230721T210056,1.99,[3],[330]
20230721T210058,6.74,[3],[349]
20230721T210105,2.29,[3],[228]
20230721T210108,1.19,[3],[267]
20230721T210109,3.49,[3],[240]
20230721T210112,8.41,[3],[241]
20230721T210121,1.57,[3],[302]
20230721T210122,7.81,[3],[255]
