Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230721T222443,5.24,[3],[242]
20230721T222448,7.96,[3],[228]
20230721T222456,1.32,[3],[244]
20230721T222458,2.81,[3],[266]
20230721T222500,3.37,[3],[264]
20230721T222504,2.72,[3],[264]
20230721T222507,1.28,[3],[303]
20230721T222508,6.49,[3],[286]
20230721T222514,3.56,[3],[313]
20230721T222518,8.12,[3],[289]
20230721T222526,1.69,[3],[287]
20230721T222528,3.43,[3],[382]
20230721T222531,8.21,[3],[241]
20230721T222539,5.75,[3],[608]
20230721T222545,2.62,[3],[427]
20230721T222548,4.38,[3],[324]
20230721T222552,8.73,[3],[219]
20230721T222601,7.74,[3],[308]
20230721T222609,6.04,[3],[343]
20230721T222615,6.71,[3],[316]
20230721T222621,2.8,[3],[288]
20230721T222624,1.5,[3],[343]
20230721T222626,3.37,[3],[277]
20230721T222629,6.25,[3],[280]
20230721T222635,2.68,[3],[358]
20230721T222638,4.58,[3],[277]
20230721T222643,5.54,[3],[235]
20230721T222648,3.92,[3],[284]
20230721T222652,1.38,[3],[229]
20230721T222654,7.88,[3],[234]
20230721T222701,4.42,[3],[321]
20230721T222706,7.07,[3],[215]
20230721T222713,7.38,[3],[266]
20230721T222720,3.91,[3],[307]
20230721T222724,2.76,[3],[274]
20230721T222727,7.88,[3],[275]
20230721T222735,8.19,[3],[261]
