Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230721T200114,6.24,[3],[215]
20230721T200120,5.31,[3],[241]
20230721T200125,4.82,[3],[220]
20230721T200130,8.23,[3],[317]
20230721T200138,6.46,[3],[279]
20230721T200145,4.97,[3],[242]
20230721T200150,4.23,[3],[180]
20230721T200154,3.13,[3],[247]
20230721T200157,2.55,[3],[234]
20230721T200200,6.94,[3],[219]
20230721T200207,1.29,[3],[196]
20230721T200208,3.54,[3],[237]
20230721T200211,1.98,[3],[476]
20230721T200213,6.11,[3],[252]
20230721T200220,7.54,[3],[215]
20230721T200227,5.54,[3],[250]
20230721T200233,1.51,[3],[243]
20230721T200234,3.84,[3],[285]
20230721T200238,7.66,[3],[199]
20230721T200246,1.7,[3],[202]
20230721T200247,5.64,[3],[258]
20230721T200253,7.55,[3],[254]
20230721T200301,8.67,[3],[310]
20230721T200309,7.05,[3],[331]
20230721T200316,4.52,[3],[197]
20230721T200321,4.2,[3],[233]
20230721T200325,1.7,[3],[228]
20230721T200327,4.51,[3],[205]
20230721T200331,2.56,[3],[222]
20230721T200334,2.65,[3],[192]
20230721T200337,1.25,[3],[222]
20230721T200338,7.2,[3],[196]
20230721T200345,2.74,[3],[256]
20230721T200348,3.5,[3],[208]
20230721T200351,1.11,[3],[196]
20230721T200352,6.06,[3],[209]
20230721T200359,5.63,[3],[219]
20230721T200404,8.49,[3],[233]
