Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230721T193144,4.92,[3],[223]
20230721T193149,3.96,[0],[250]
20230721T193152,8.7,[0],[535]
20230721T193201,4.7,[0],[177]
20230721T193206,2.92,[3],[265]
20230721T193209,1.69,"[3, 3]","[451, 508]"
20230721T193211,1.63,[3],[264]
20230721T193212,8.52,[3],[250]
20230721T193221,8.79,[3],[279]
20230721T193229,8.14,[3],[271]
20230721T193238,3.5,[3],[232]
20230721T193241,5.78,[3],[283]
20230721T193247,1.51,[3],[209]
20230721T193248,5.25,[3],[245]
20230721T193254,6.75,[3],[257]
20230721T193300,7.95,[3],[289]
20230721T193308,3.02,[3],[213]
20230721T193311,3.46,"[3, 3]","[407, 574]"
20230721T193315,1.5,[3],[297]
20230721T193316,7.2,[3],[212]
20230721T193324,1.49,[3],[271]
20230721T193325,2.86,[3],[268]
20230721T193328,7.63,[3],[244]
20230721T193336,7.43,[3],[281]
20230721T193343,1.93,[3],[306]
20230721T193345,6.67,[3],[278]
20230721T193352,5.25,[3],[199]
20230721T193357,3.53,[3],[254]
20230721T193401,8.03,[3],[253]
20230721T193409,6.82,[3],[279]
20230721T193415,1.7,[3],[277]
20230721T193417,3.73,[3],[279]
20230721T193421,7.12,[3],[207]
20230721T193428,5.2,[3],[282]
20230721T193433,3.89,[3],[266]
20230721T193437,8.25,[3],[294]
