Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230724T202618,8.27,[3],[210]
20230724T202626,3.57,[3],[278]
20230724T202630,4.65,[3],[287]
20230724T202634,5.58,[3],[225]
20230724T202640,1.04,[3],[232]
20230724T202641,4.34,[3],[247]
20230724T202645,3.53,[3],[335]
20230724T202649,6.14,[3],[336]
20230724T202655,6.2,[3],[235]
20230724T202701,8.08,[3],[253]
20230724T202709,6.41,[3],[219]
20230724T202716,2.77,[3],[274]
20230724T202718,5.81,[3],[484]
20230724T202724,6.41,[3],[199]
20230724T202731,5.38,[3],[242]
20230724T202736,1.63,[3],[205]
20230724T202738,7.74,[3],[542]
20230724T202746,7.22,[3],[263]
20230724T202753,5.39,[3],[253]
20230724T202758,5.15,[3],[251]
20230724T202803,6.72,[3],[313]
20230724T202810,5.47,[3],[254]
20230724T202815,3.17,[3],[187]
20230724T202819,4.37,[3],[560]
20230724T202823,5.43,[3],[185]
20230724T202828,8.01,[3],[169]
20230724T202837,5.81,[3],[203]
20230724T202842,5.02,[3],[266]
20230724T202847,7.76,[3],[354]
20230724T202855,4.39,[3],[224]
20230724T202900,6.8,[3],[296]
20230724T202906,4.04,[3],[236]
20230724T202910,7.35,[3],[260]
