Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230725T002122,2.85,[3],[347]
20230725T002125,8.74,[3],[291]
20230725T002134,3.17,[3],[194]
20230725T002137,5.54,[3],[215]
20230725T002143,4.61,[3],[221]
20230725T002147,8.33,[3],[276]
20230725T002156,8.8,[3],[201]
20230725T002204,2.71,[3],[286]
20230725T002207,8.43,[3],[263]
20230725T002216,5.41,[3],[230]
20230725T002221,4.13,[3],[185]
20230725T002225,1.49,[3],[303]
20230725T002227,2.86,[3],[245]
20230725T002229,8.5,[3],[263]
20230725T002238,4.87,[3],[266]
20230725T002243,2.94,[3],[230]
20230725T002246,7.78,[3],[377]
20230725T002254,6.38,[3],[220]
20230725T002300,1.54,[3],[193]
20230725T002302,4.17,[3],[303]
20230725T002306,4.48,[3],[228]
20230725T002310,7.73,"[3, 3]","[267, 1038]"
20230725T002318,6.83,[3],[195]
20230725T002325,6.11,[3],[289]
20230725T002331,2.34,[3],[296]
20230725T002333,5.83,[3],[269]
20230725T002339,7.43,[3],[249]
20230725T002347,4.48,[3],[248]
20230725T002351,2.27,[3],[305]
20230725T002353,7.62,[3],[285]
20230725T002401,6.84,[3],[273]
20230725T002408,2.67,[3],[245]
20230725T002410,4.45,[3],[250]
20230725T002415,1.43,[3],[249]
20230725T002416,5.55,[3],[233]
