Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230724T193417,6.16,[3],[191]
20230724T193423,7.25,[3],[213]
20230724T193430,4.62,[3],[185]
20230724T193435,3.12,[3],[182]
20230724T193438,3.68,[3],[233]
20230724T193441,8.14,[3],[213]
20230724T193450,7.96,[3],[283]
20230724T193458,7.97,[3],[206]
20230724T193506,4.13,[3],[218]
20230724T193510,8.29,[3],[260]
20230724T193518,4.43,[3],[219]
20230724T193522,2.95,[3],[233]
20230724T193525,2.9,[3],[264]
20230724T193528,3.18,[3],[239]
20230724T193531,5.41,[3],[233]
20230724T193537,6.18,[3],[294]
20230724T193543,8.36,[3],[318]
20230724T193551,4.38,[3],[223]
20230724T193556,2.39,[3],[251]
20230724T193558,6.17,[3],[245]
20230724T193604,4.28,[3],[208]
20230724T193609,2.69,[3],[234]
20230724T193611,3.09,[3],[218]
20230724T193615,2.14,[3],[221]
20230724T193617,2.44,[3],[234]
20230724T193619,1.63,[3],[222]
20230724T193621,5.76,[3],[228]
20230724T193627,7.45,[3],[292]
20230724T193634,7.15,[3],[306]
20230724T193641,3.31,[3],[354]
20230724T193644,4.27,[3],[273]
20230724T193649,2.86,[3],[260]
20230724T193652,8.59,[3],[280]
20230724T193700,7.25,[3],[248]
20230724T193707,1.14,[3],[225]
20230724T193709,1.07,[3],[252]
20230724T193710,4.27,[3],[267]
20230724T193714,8.79,[3],[240]
