Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230724T232416,7.0,[3],[283]
20230724T232423,5.2,[3],[277]
20230724T232428,1.0,[3],[315]
20230724T232429,4.58,[3],[312]
20230724T232434,2.86,[3],[343]
20230724T232437,2.05,[3],[332]
20230724T232439,7.36,[3],[302]
20230724T232446,2.68,[3],[230]
20230724T232449,4.44,[3],[299]
20230724T232453,7.33,[3],[262]
20230724T232501,5.79,[3],[255]
20230724T232507,4.7,[3],[280]
20230724T232511,3.55,[3],[306]
20230724T232515,6.42,[3],[299]
20230724T232521,6.67,[3],[257]
20230724T232528,6.62,[3],[215]
20230724T232535,7.27,[3],[350]
20230724T232542,4.71,[3],[177]
20230724T232546,7.83,[3],[234]
20230724T232554,2.59,[3],[291]
20230724T232557,1.75,[3],[369]
20230724T232559,5.34,[3],[312]
20230724T232604,3.16,[3],[205]
20230724T232607,8.35,[3],[253]
20230724T232616,5.72,[3],[299]
20230724T232621,7.98,[3],[230]
20230724T232629,4.52,[3],[218]
20230724T232634,8.5,[3],[244]
20230724T232642,5.41,[3],[306]
20230724T232648,8.96,[3],[353]
20230724T232657,7.67,[3],[218]
20230724T232704,1.61,[3],[246]
20230724T232706,7.06,[3],[299]
20230724T232713,1.26,[3],[199]
20230724T232714,5.23,[3],[276]
