Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230724T220343,1.84,[3],[265]
20230724T220345,3.36,[3],[270]
20230724T220349,3.17,[3],[204]
20230724T220352,6.84,[3],[259]
20230724T220359,8.19,[3],[189]
20230724T220407,4.56,[3],[280]
20230724T220411,4.86,[3],[274]
20230724T220416,3.39,[3],[299]
20230724T220420,2.39,[3],[346]
20230724T220422,3.55,[3],[253]
20230724T220426,5.85,[3],[280]
20230724T220431,8.28,[3],[310]
20230724T220440,2.69,[3],[226]
20230724T220442,2.3,[3],[369]
20230724T220445,2.37,[3],[242]
20230724T220447,8.9,[3],[215]
20230724T220456,5.01,[3],[296]
20230724T220501,3.66,[3],[225]
20230724T220505,8.46,[3],[292]
20230724T220513,8.85,[3],[267]
20230724T220522,1.09,[3],[286]
20230724T220523,6.46,[3],[300]
20230724T220530,8.81,[3],[214]
20230724T220538,6.3,[3],[286]
20230724T220545,8.93,[3],[255]
20230724T220554,1.48,[3],[234]
20230724T220555,1.06,[3],[286]
20230724T220556,3.65,"[3, 3]","[286, 518]"
20230724T220600,3.85,[3],[268]
20230724T220604,8.69,[3],[260]
20230724T220612,5.28,[3],[228]
20230724T220618,8.45,[3],[275]
20230724T220626,6.09,[3],[223]
20230724T220632,2.16,[3],[270]
20230724T220634,5.78,[3],[248]
20230724T220640,8.08,[3],[284]
