Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230724T195728,2.27,[3],[566]
20230724T195730,4.97,[3],[433]
20230724T195735,6.23,[3],[188]
20230724T195741,7.28,[3],[231]
20230724T195749,4.6,[3],[322]
20230724T195753,8.95,[3],[240]
20230724T195802,5.83,[3],[263]
20230724T195808,2.98,[3],[286]
20230724T195811,1.95,[3],[279]
20230724T195813,8.86,[3],[227]
20230724T195822,2.08,[3],[216]
20230724T195824,4.5,[3],[282]
20230724T195828,7.62,[3],[253]
20230724T195836,2.31,[3],[258]
20230724T195838,8.79,[3],[208]
20230724T195847,5.05,[3],[184]
20230724T195852,8.64,[3],[356]
20230724T195901,6.59,[3],[340]
20230724T195907,8.22,[3],[215]
20230724T195916,7.29,[3],[274]
20230724T195923,4.89,[3],[257]
20230724T195928,4.05,[3],[251]
20230724T195932,2.32,[3],[286]
20230724T195934,7.39,[3],[308]
20230724T195942,3.05,[3],[263]
20230724T195945,1.82,[3],[258]
20230724T195947,5.97,[3],[245]
20230724T195952,5.94,[3],[211]
20230724T195958,3.43,[3],[274]
20230724T200002,7.4,[3],[251]
20230724T200009,3.01,[3],[247]
20230724T200012,1.58,[3],[246]
20230724T200014,7.63,"[3, 3]","[277, 1596]"
20230724T200022,5.84,[3],[267]
