Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230729T195505,7.65,[0],[249]
20230729T195512,5.76,[0],[317]
20230729T195518,5.62,[0],[297]
20230729T195524,8.24,[0],[269]
20230729T195532,7.05,[0],[243]
20230729T195539,4.48,[0],[228]
20230729T195543,3.68,[0],[251]
20230729T195547,4.71,[0],[233]
20230729T195552,8.52,[0],[293]
20230729T195600,5.14,[0],[236]
20230729T195605,2.34,[0],[260]
20230729T195608,4.46,[0],[259]
20230729T195612,3.03,[0],[260]
20230729T195615,8.28,[0],[258]
20230729T195624,5.94,[0],[211]
20230729T195630,7.11,[0],[219]
20230729T195637,4.21,[0],[244]
20230729T195641,1.64,[0],[310]
20230729T195643,6.71,[0],[472]
20230729T195649,1.18,[0],[283]
20230729T195650,4.0,[0],[255]
20230729T195654,7.46,"[0, 0]","[244, 876]"
20230729T195702,5.26,[0],[308]
20230729T195707,4.83,[0],[282]
20230729T195712,8.36,[0],[274]
20230729T195720,4.68,[0],[264]
20230729T195725,2.54,[0],[317]
20230729T195728,6.83,[0],[303]
20230729T195734,1.46,[0],[208]
20230729T195736,7.21,[0],[287]
20230729T195743,7.92,[0],[281]
20230729T195751,3.32,[0],[247]
20230729T195754,2.92,[0],[253]
20230729T195757,7.33,[0],[256]
