Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230729T212310,4.09,[0],[252]
20230729T212314,7.36,[0],[234]
20230729T212321,1.47,[0],[290]
20230729T212323,5.26,[0],[324]
20230729T212328,6.21,[0],[250]
20230729T212334,1.42,[0],[239]
20230729T212336,7.7,[0],[269]
20230729T212343,2.87,[0],[256]
20230729T212346,7.55,[0],[291]
20230729T212354,2.56,[0],[242]
20230729T212356,7.17,[0],[304]
20230729T212403,4.33,[0],[331]
20230729T212408,5.62,[0],[297]
20230729T212413,4.49,[0],[360]
20230729T212418,2.65,[0],[374]
20230729T212421,5.45,[0],[348]
20230729T212426,3.37,[0],[263]
20230729T212429,1.27,[0],[220]
20230729T212431,1.18,[0],[317]
20230729T212432,7.74,[0],[264]
20230729T212440,5.77,[0],[251]
20230729T212445,5.57,[0],[299]
20230729T212451,3.52,[0],[236]
20230729T212455,4.13,[0],[292]
20230729T212459,8.64,[0],[393]
20230729T212507,1.68,[0],[361]
20230729T212509,3.42,[0],[413]
20230729T212512,3.01,[0],[291]
20230729T212515,7.47,[0],[289]
20230729T212523,5.02,[0],[338]
20230729T212528,4.59,[0],[288]
20230729T212533,4.37,[0],[241]
20230729T212537,5.93,[0],[314]
20230729T212543,1.25,[0],[270]
20230729T212544,7.66,[0],[233]
20230729T212552,7.43,[0],[303]
20230729T212559,1.07,[0],[295]
20230729T212600,1.8,[0],[312]
20230729T212602,7.7,[0],[284]
