Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230729T232705,6.8,[0],[310]
20230729T232711,7.41,[0],[360]
20230729T232719,4.94,[0],[295]
20230729T232724,7.3,[0],[311]
20230729T232731,7.78,[0],[274]
20230729T232739,4.7,[0],[304]
20230729T232744,7.04,[0],[593]
20230729T232751,2.57,[0],[272]
20230729T232753,8.19,[0],[357]
20230729T232801,5.26,[0],[590]
20230729T232807,4.76,[0],[377]
20230729T232812,7.61,[0],[288]
20230729T232819,3.6,[0],[480]
20230729T232823,1.9,[0],[442]
20230729T232825,4.92,[0],[310]
20230729T232830,5.72,[0],[463]
20230729T232835,7.54,[0],[537]
20230729T232843,2.89,[0],[283]
20230729T232846,1.75,[0],[275]
20230729T232848,8.7,[0],[255]
20230729T232856,2.8,[0],[440]
20230729T232859,2.4,[0],[149]
20230729T232901,3.0,[0],[444]
20230729T232904,6.45,[0],[902]
20230729T232911,5.15,[0],[455]
20230729T232916,6.88,[0],[542]
20230729T232923,3.76,[0],[648]
20230729T232927,4.61,[0],[453]
20230729T232931,3.3,[0],[897]
20230729T232935,6.1,[0],[560]
20230729T232941,5.59,[0],[295]
20230729T232946,3.22,[0],[561]
20230729T232950,2.81,[],[]
20230729T232952,2.17,[0],[794]
20230729T232955,4.73,[],[]
20230729T232959,4.29,[0],[666]
20230729T233004,8.29,[0],[680]
