Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230730T005241,7.99,[0],[539]
20230730T005249,3.89,[0],[421]
20230730T005253,1.59,[0],[261]
20230730T005255,1.76,[0],[361]
20230730T005257,6.08,[0],[272]
20230730T005303,1.79,[0],[279]
20230730T005305,2.9,[0],[302]
20230730T005308,5.19,[0],[439]
20230730T005313,6.96,[0],[301]
20230730T005320,8.59,[0],[261]
20230730T005328,6.46,[0],[305]
20230730T005335,3.83,[0],[283]
20230730T005339,4.83,[0],[332]
20230730T005343,5.65,[0],[354]
20230730T005349,7.81,[0],[326]
20230730T005357,7.39,[0],[336]
20230730T005404,3.21,[0],[331]
20230730T005408,6.18,[0],[332]
20230730T005414,5.93,[0],[287]
20230730T005420,1.62,[0],[305]
20230730T005421,1.45,[0],[305]
20230730T005423,6.79,[0],[262]
20230730T005430,7.41,[0],[346]
20230730T005437,1.87,[0],[380]
20230730T005439,3.27,[0],[290]
20230730T005442,5.6,[0],[315]
20230730T005448,7.42,[0],[287]
20230730T005455,1.31,[0],[334]
20230730T005456,1.19,[0],[379]
20230730T005458,7.12,[0],[412]
20230730T005505,6.29,[0],[250]
20230730T005511,5.86,[0],[375]
20230730T005517,5.38,[0],[327]
20230730T005522,8.47,[0],[340]
20230730T005531,4.63,[0],[296]
20230730T005535,6.64,[0],[249]
