Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230729T222318,2.46,[0],[399]
20230729T222321,1.5,[0],[348]
20230729T222322,7.64,[0],[319]
20230729T222330,8.53,[0],[326]
20230729T222339,2.54,[0],[304]
20230729T222341,7.54,[0],[296]
20230729T222349,2.02,[0],[238]
20230729T222351,2.06,[0],[281]
20230729T222353,4.94,[0],[305]
20230729T222358,4.78,[0],[414]
20230729T222402,4.98,[0],[371]
20230729T222407,7.02,[0],[286]
20230729T222414,6.08,[0],[291]
20230729T222421,4.35,[0],[343]
20230729T222425,3.32,[0],[288]
20230729T222428,2.62,[0],[290]
20230729T222431,7.82,[0],[325]
20230729T222439,2.41,[0],[286]
20230729T222441,6.08,[0],[254]
20230729T222447,6.49,[0],[266]
20230729T222454,8.76,[0],[309]
20230729T222502,3.18,[0],[277]
20230729T222506,1.08,[0],[284]
20230729T222507,5.47,[0],[297]
20230729T222512,7.12,[0],[291]
20230729T222519,8.64,[0],[285]
20230729T222528,7.73,[0],[233]
20230729T222536,8.84,[0],[258]
20230729T222545,1.56,[0],[270]
20230729T222546,5.02,[0],[303]
20230729T222551,2.99,[0],[282]
20230729T222554,6.55,[0],[423]
20230729T222601,6.27,[0],[494]
20230729T222607,3.82,[0],[334]
20230729T222611,2.57,[0],[355]
20230729T222613,1.73,[0],[331]
20230729T222615,3.12,[0],[359]
