Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230209T230417,3.6169063128814445,[3],[380]
20230209T230421,7.485971335657436,[3],[295]
20230209T230428,3.6891405484949065,[3],[371]
20230209T230432,7.561981402449889,[3],[327]
20230209T230440,6.9883917795374435,[3],[322]
20230209T230447,4.649695034279161,[3],[372]
20230209T230451,1.2847962465428564,[3],[362]
20230209T230453,8.241047915437122,[3],[360]
20230209T230501,4.444152190923716,[3],[369]
20230209T230505,4.279824502660071,[3],[349]
20230209T230510,1.4714843591674773,[3],[325]
20230209T230511,5.959408104170977,[3],[286]
20230209T230517,5.462078699864273,[3],[346]
20230209T230522,4.720440280322672,[3],[435]
20230209T230527,6.348612792317305,[3],[358]
20230209T230534,2.1430885615068345,[3],[319]
20230209T230536,4.509736324283542,[3],[358]
20230209T230540,2.13025194504716,[3],[347]
20230209T230542,4.001836575949205,[3],[344]
20230209T230546,7.545185602766065,[3],[341]
20230209T230554,3.098202273311103,[3],[361]
20230209T230557,7.120909712305605,[3],[389]
20230209T230604,7.866022959368089,[3],[331]
20230209T230612,4.941272531073767,[3],[317]
20230209T230617,5.173491855755655,[3],[335]
20230209T230622,1.4577820889673383,[3],[290]
20230209T230624,5.81048479801541,[3],[302]
20230209T230629,5.119531895031762,[3],[314]
20230209T230635,6.185434655288764,[3],[347]
20230209T230641,4.42646730489136,[3],[335]
20230209T230645,4.949171639924905,[3],[401]
20230209T230650,2.0275027344622565,[3],[316]
20230209T230652,1.6003922799529073,[3],[309]
20230209T230654,6.512113191897674,[3],[317]
20230209T230700,1.2423492102382614,[3],[340]
20230209T230702,2.7648594005559435,[3],[350]
20230209T230704,5.174467305324204,[3],[373]
20230209T230710,2.8593877300798143,[3],[344]
20230209T230712,4.818273471373994,[3],[316]
