Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230209T220302,5.402556825608784,[3],[438]
20230209T220308,8.364040544413992,[3],[346]
20230209T220316,5.137307550889552,[3],[315]
20230209T220321,8.951716441322622,[3],[350]
20230209T220330,5.292725278316208,[3],[262]
20230209T220336,4.545032246821733,[3],[329]
20230209T220340,5.717375030522365,[3],[330]
20230209T220346,3.4122085095940067,[3],[285]
20230209T220349,4.396631230586417,[3],[387]
20230209T220354,1.2693819419522487,[3],[308]
20230209T220355,1.8174947205409149,[3],[392]
20230209T220357,8.93305217319093,[3],[344]
20230209T220406,4.407240504848604,[3],[355]
20230209T220410,5.502154532631125,[3],[326]
20230209T220416,4.973963087570187,[3],[325]
20230209T220421,7.107358821534204,[3],[318]
20230209T220428,2.8210632743206636,[3],[355]
20230209T220431,1.5639603681940715,[3],[351]
20230209T220432,6.566538864088847,[3],[312]
20230209T220439,5.781557195109643,[3],[320]
20230209T220445,2.1982681089924627,[3],[305]
20230209T220447,5.588356379836738,[3],[336]
20230209T220452,5.718596062282203,[3],[379]
20230209T220458,8.224848743851705,[3],[291]
20230209T220506,8.22794883547138,[3],[381]
20230209T220515,3.01604882463512,[3],[305]
20230209T220518,1.7300949564223638,[3],[340]
20230209T220519,3.9858679031404654,[3],[400]
20230209T220523,2.2842224221200524,[3],[342]
20230209T220526,4.736793589799377,[3],[323]
20230209T220530,7.280014092764969,[3],[347]
20230209T220538,4.960946116431196,[3],[351]
20230209T220543,8.68925121293878,[3],[316]
20230209T220551,8.232242540747638,[3],[361]
20230209T220600,6.778816611214107,[3],[324]
