Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230210T000255,4.239160180644692,[3],[319]
20230210T000259,8.754644364447191,[3],[307]
20230210T000308,6.725902789015826,[3],[299]
20230210T000315,1.585707352687625,[3],[386]
20230210T000317,4.459858998622578,[3],[400]
20230210T000321,3.856458043173462,[3],[341]
20230210T000325,3.430160071439153,[3],[572]
20230210T000328,3.856847724730434,[3],[323]
20230210T000332,4.393071473164072,[3],[398]
20230210T000337,5.43262887451593,[3],[324]
20230210T000342,5.339068911334253,[3],[364]
20230210T000347,5.541296673473715,[3],[333]
20230210T000353,7.504171422892927,[3],[371]
20230210T000400,2.8673582625263148,[3],[346]
20230210T000403,1.6290123541643577,[3],[420]
20230210T000405,3.2566039089817744,[3],[338]
20230210T000408,4.846887920436956,[3],[369]
20230210T000413,8.596961232762938,[3],[366]
20230210T000422,2.5387160346617907,[3],[341]
20230210T000424,2.2900223880184596,[3],[338]
20230210T000427,3.157484449077791,[3],[329]
20230210T000430,6.40467662047306,[3],[326]
20230210T000436,6.29664866259724,[3],[487]
20230210T000442,8.14452954890451,[3],[360]
20230210T000451,3.1492274241509133,[3],[353]
20230210T000454,3.4047026650399372,[3],[340]
20230210T000457,3.1838640265376963,[3],[323]
20230210T000500,3.772270381412591,[3],[329]
20230210T000504,4.739227643362822,[3],[308]
20230210T000509,4.724284960992109,[3],[327]
20230210T000514,1.2054226561133987,[3],[309]
20230210T000515,7.654255237829351,[3],[320]
20230210T000522,2.6001521497172577,[3],[342]
20230210T000525,4.604744941821336,[3],[339]
20230210T000530,1.5800308828812213,[3],[339]
20230210T000531,5.752639653755712,[3],[305]
20230210T000537,2.4526166009085726,[3],[344]
20230210T000540,3.008246723234109,[3],[304]
20230210T000543,6.872812922100156,[3],[320]
20230210T000549,3.6193282086390735,[3],[331]
20230210T000553,2.354189875973594,[3],[444]
