Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230209T233325,6.267489991805488,[3],[363]
20230209T233331,5.380093747499038,[3],[339]
20230209T233336,3.299539387263575,[3],[336]
20230209T233340,1.303234463773311,[3],[322]
20230209T233341,8.346865383819745,[3],[341]
20230209T233349,3.4583673807812403,[3],[356]
20230209T233353,5.458525240689583,[3],[312]
20230209T233358,8.765665948089406,[3],[332]
20230209T233407,8.489480190410255,[3],[351]
20230209T233415,7.452118761857671,[3],[330]
20230209T233423,7.840538486524743,[3],[400]
20230209T233431,6.431650790862392,[3],[332]
20230209T233437,8.743837413693534,[3],[326]
20230209T233446,8.763217339777064,[3],[315]
20230209T233455,2.378399769767759,[3],[349]
20230209T233457,8.704263718074152,[3],[416]
20230209T233506,5.77272012353924,[3],[378]
20230209T233512,5.52305180079871,[3],[369]
20230209T233517,7.218862074654124,[3],[315]
20230209T233524,3.142333960478507,[3],[322]
20230209T233527,7.5696648359540335,[3],[424]
20230209T233535,6.663380201508949,[3],[416]
20230209T233542,5.088067917654583,[3],[350]
20230209T233547,7.061834236970167,[3],[337]
20230209T233554,7.670378115938284,[3],[308]
20230209T233602,6.975410997941982,[3],[333]
20230209T233609,8.54035267478157,[3],[332]
20230209T233617,1.6977925567414376,[3],[311]
20230209T233619,1.6379644604943504,[3],[368]
20230209T233620,2.6215042944873286,[3],[305]
20230209T233623,8.128173893289878,[3],[432]
