Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230209T203236,2.489207786388543,[3],[252]
20230209T203238,8.83029710276627,[3],[208]
20230209T203247,3.0861248923859685,[3],[223]
20230209T203250,1.8625413738552563,[3],[271]
20230209T203252,1.1609776522911712,[3],[226]
20230209T203253,8.235995287683078,[3],[214]
20230209T203301,7.759861773874945,[3],[267]
20230209T203309,6.871721664398999,[3],[259]
20230209T203316,6.25116299736697,[3],[208]
20230209T203322,2.181846962019466,[3],[206]
20230209T203325,3.1075542295073912,[3],[257]
20230209T203328,2.8409963570805177,[3],[261]
20230209T203331,5.4186845622940645,[3],[225]
20230209T203336,6.264730784838108,[3],[257]
20230209T203342,4.85392691252686,[3],[257]
20230209T203347,7.846064525517071,[3],[590]
20230209T203355,1.0267993805970042,[3],[240]
20230209T203356,4.7922783797124655,[3],[271]
20230209T203401,4.413013553064649,[3],[248]
20230209T203405,8.956898652902634,[3],[199]
20230209T203414,3.327241009864034,[3],[232]
20230209T203418,5.767203090492362,[3],[227]
20230209T203423,8.11448740070282,[3],[254]
20230209T203431,7.434033387121426,[3],[267]
20230209T203439,8.04577110343757,[3],[229]
20230209T203447,1.5217963786159832,[3],[257]
20230209T203448,6.468246439494882,[3],[265]
20230209T203455,7.407471439425391,[3],[244]
20230209T203502,3.7604196064395445,[3],[213]
20230209T203506,1.6544472124455014,[3],[214]
20230209T203508,4.053468218664097,[3],[229]
20230209T203512,2.672940824338413,[3],[238]
20230209T203515,1.99906793936516,[3],[191]
20230209T203517,2.84598564538185,[3],[197]
20230209T203519,3.5506566921687606,[3],[208]
20230209T203523,2.337993461389299,[3],[199]
20230209T203525,2.1109104433078585,[3],[244]
20230209T203527,3.930636145822355,[3],[191]
20230209T203531,7.281123981011986,[3],[240]
