Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230210T013901,2.1210179975500196,[3],[369]
20230210T013903,5.375498569089482,[3],[398]
20230210T013909,6.281858079042092,[3],[366]
20230210T013915,7.458491119616689,[3],[331]
20230210T013922,5.9477275518735375,[3],[341]
20230210T013928,5.83885184558401,[3],[343]
20230210T013934,7.044810811929417,[3],[301]
20230210T013941,3.2191042499125846,[3],[310]
20230210T013944,7.148126352679832,[3],[375]
20230210T013952,4.999630225838824,[3],[336]
20230210T013957,5.621093837696529,[3],[333]
20230210T014002,8.577630804268637,[3],[322]
20230210T014011,4.926321614213449,[3],[377]
20230210T014016,7.312513202219169,[3],[429]
20230210T014023,4.460667110559339,[3],[379]
20230210T014027,8.515963749597752,[3],[380]
20230210T014036,4.854435250317928,[3],[385]
20230210T014041,5.075561149173496,[3],[331]
20230210T014046,3.1494923750558304,[3],[344]
20230210T014049,4.7877705767631245,[3],[305]
20230210T014054,8.168108356234487,[3],[314]
20230210T014102,5.866493928788184,[3],[347]
20230210T014108,3.1345339220400623,[3],[392]
20230210T014111,6.053656989113688,[3],[411]
20230210T014117,4.117396024286303,[3],[305]
20230210T014121,7.963604009456353,[3],[334]
20230210T014129,7.8157947099218,[3],[351]
20230210T014137,3.049031156111396,[3],[487]
20230210T014140,1.4393457374461542,[3],[363]
20230210T014142,5.467569996515566,[3],[327]
20230210T014147,4.313621394128539,[3],[350]
20230210T014151,5.021314336237125,[3],[358]
20230210T014156,1.2998516254160961,[3],[365]
20230210T014158,6.144063604438272,[3],[377]
