Timestamp,Colour presented,Presentation time,Keys pressed,Response Times
20230717T224253,"(0, 0, 1)",2.29,[349],[3]
20230717T224255,"(0, 1, 0)",3.21,[326],[3]
20230717T224258,"(0, 0, 1)",1.31,[247],[3]
20230717T224259,"(1, 1, 0)",1.9,[437],[3]
20230717T224301,"(0, 0, 1)",1.78,[301],[3]
20230717T224303,"(1, 0, 0)",4.28,[280],[3]
20230717T224307,"(0, 1, 0)",9.46,"[262, 5388]","[3, 3]"
20230717T224317,"(0, 0, 1)",4.89,[249],[3]
20230717T224322,"(0, 1, 0)",4.16,[260],[3]
20230717T224326,"(1, 0, 0)",5.45,[257],[3]
20230717T224331,"(0, 0, 1)",8.42,[263],[3]
20230717T224340,"(1, 0, 0)",4.09,[341],[3]
20230717T224344,"(0, 1, 0)",5.38,[289],[3]
20230717T224349,"(0, 0, 1)",3.6,[313],[3]
20230717T224353,"(0, 1, 0)",7.56,[317],[3]
20230717T224401,"(1, 1, 0)",2.35,[307],[3]
20230717T224403,"(0, 1, 0)",5.5,[405],[3]
20230717T224409,"(1, 1, 0)",6.9,[331],[3]
20230717T224415,"(1, 0, 0)",1.36,[257],[3]
20230717T224417,"(0, 0, 1)",1.07,[592],[3]
20230717T224418,"(1, 0, 0)",7.15,[590],[3]
20230717T224425,"(0, 0, 1)",1.01,[352],[3]
20230717T224426,"(1, 1, 0)",9.19,[1029],[3]
20230717T224435,"(0, 0, 1)",7.99,[313],[3]
20230717T224443,"(0, 1, 0)",8.24,[321],[3]
20230717T224452,"(1, 0, 0)",2.93,[343],[3]
20230717T224455,"(1, 1, 0)",7.51,[401],[3]
20230717T224502,"(0, 1, 0)",8.24,[347],[3]
20230717T224510,"(1, 0, 0)",1.59,[322],[3]
20230717T224512,"(0, 1, 0)",7.43,[417],[3]
20230717T224519,"(1, 0, 0)",2.19,[303],[3]
20230717T224522,"(1, 1, 0)",2.3,[340],[3]
20230717T224524,"(1, 0, 0)",6.67,[261],[3]
20230717T224531,"(0, 1, 0)",9.3,[320],[3]
20230717T224540,"(1, 0, 0)",1.21,[291],[3]
20230717T224541,"(0, 0, 1)",6.87,[361],[3]
20230717T224548,"(1, 1, 0)",2.78,[309],[3]
20230717T224551,"(0, 0, 1)",8.6,[692],[3]
20230717T224559,"(1, 1, 0)",6.49,[293],[3]
20230717T224606,"(1, 0, 0)",3.15,[251],[3]
20230717T224609,"(0, 0, 1)",4.35,[332],[3]
20230717T224614,"(1, 1, 0)",9.4,[267],[3]
20230717T224623,"(0, 1, 0)",1.06,[288],[3]
20230717T224624,"(0, 0, 1)",8.83,[355],[3]
20230717T224633,"(1, 0, 0)",4.14,[305],[3]
20230717T224637,"(0, 1, 0)",3.38,[330],[3]
