Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230729T192812,3.41,[3],[161]
20230729T192815,4.0,[3],[203]
20230729T192819,8.83,[3],[249]
20230729T192828,6.46,[3],[224]
20230729T192834,5.57,[3],[214]
20230729T192840,2.74,[3],[226]
20230729T192843,7.95,[3],[248]
20230729T192851,7.84,[3],[182]
20230729T192859,7.63,[3],[284]
20230729T192906,6.96,[3],[227]
20230729T192913,5.93,[3],[231]
20230729T192919,7.76,[3],[240]
20230729T192927,8.47,[3],[190]
20230729T192935,8.09,[3],[213]
20230729T192943,1.36,[3],[276]
20230729T192945,8.5,[3],[225]
20230729T192953,2.93,[3],[227]
20230729T192956,7.81,[3],[310]
20230729T193004,2.83,[3],[528]
20230729T193007,3.14,[3],[308]
20230729T193010,4.02,[3],[300]
20230729T193014,3.16,[3],[243]
20230729T193017,4.97,[3],[245]
20230729T193022,7.16,[3],[234]
20230729T193029,6.31,[3],[202]
20230729T193036,2.85,[3],[258]
20230729T193039,4.76,[3],[278]
20230729T193043,5.87,[3],[207]
20230729T193049,1.12,[3],[186]
20230729T193050,2.67,[3],[243]
20230729T193053,8.27,[3],[167]
20230729T193101,8.55,[3],[158]
20230729T193110,1.81,[3],[215]
