Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230729T225358,2.55,[3],[313]
20230729T225401,7.53,[3],[240]
20230729T225408,2.77,[3],[195]
20230729T225411,8.82,[3],[262]
20230729T225420,7.63,[3],[222]
20230729T225428,7.98,[3],[300]
20230729T225436,8.07,[3],[250]
20230729T225444,2.27,[3],[316]
20230729T225446,8.34,[3],[279]
20230729T225454,5.34,[3],[328]
20230729T225500,3.97,[3],[282]
20230729T225504,6.9,[3],[310]
20230729T225510,4.9,[3],[342]
20230729T225515,6.97,[3],[227]
20230729T225522,6.33,[3],[314]
20230729T225529,6.99,[3],[321]
20230729T225536,2.33,[3],[290]
20230729T225538,6.24,[3],[336]
20230729T225544,2.65,[3],[248]
20230729T225547,4.08,[3],[224]
20230729T225551,1.51,[3],[249]
20230729T225553,6.05,"[3, 3]","[221, 1424]"
20230729T225559,4.1,[3],[254]
20230729T225603,1.56,[3],[275]
20230729T225604,2.78,[3],[278]
20230729T225607,1.55,[3],[309]
20230729T225609,3.13,[3],[214]
20230729T225612,4.14,[3],[216]
20230729T225616,8.76,[3],[169]
20230729T225625,8.96,[3],[292]
20230729T225634,1.88,[3],[201]
20230729T225636,6.23,[3],[260]
20230729T225642,5.73,[3],[226]
20230729T225648,6.6,[3],[269]
20230729T225654,2.76,[3],[221]
20230729T225657,2.8,[3],[336]
