Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230729T232337,4.36,[3],[303]
20230729T232342,1.15,[3],[280]
20230729T232343,4.1,[3],[265]
20230729T232347,5.11,[3],[219]
20230729T232352,5.73,[3],[210]
20230729T232358,8.76,[3],[378]
20230729T232406,7.01,[3],[227]
20230729T232414,3.55,[3],[308]
20230729T232417,3.21,[3],[315]
20230729T232420,3.31,[3],[244]
20230729T232424,6.83,[3],[211]
20230729T232430,4.36,[3],[231]
20230729T232435,4.72,[3],[285]
20230729T232440,7.38,[3],[199]
20230729T232447,5.73,[3],[496]
20230729T232453,5.25,[3],[380]
20230729T232458,6.53,[3],[389]
20230729T232504,6.08,[3],[321]
20230729T232511,1.71,[3],[302]
20230729T232512,3.19,[3],[371]
20230729T232515,8.78,[3],[329]
20230729T232524,4.28,[3],[147]
20230729T232529,2.39,[3],[245]
20230729T232531,2.42,[3],[285]
20230729T232533,2.33,[3],[255]
20230729T232536,6.17,[3],[290]
20230729T232542,2.55,[3],[401]
20230729T232544,4.9,[3],[397]
20230729T232549,7.3,[3],[337]
20230729T232557,6.63,[3],[269]
20230729T232603,1.34,[3],[247]
20230729T232605,4.75,[3],[313]
20230729T232609,6.1,[3],[337]
20230729T232616,4.37,[3],[487]
20230729T232620,2.56,[3],[293]
20230729T232622,2.67,[3],[266]
20230729T232625,3.83,[3],[327]
20230729T232629,3.98,[3],[297]
20230729T232633,6.67,[3],[273]
