Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230730T002242,5.32,[3],[254]
20230730T002247,2.49,[3],[223]
20230730T002249,6.7,[3],[223]
20230730T002256,5.18,[3],[166]
20230730T002301,8.8,[3],[212]
20230730T002310,1.36,[3],[272]
20230730T002311,4.45,[3],[246]
20230730T002316,4.37,[3],[241]
20230730T002320,6.52,[3],[320]
20230730T002327,7.68,[3],[213]
20230730T002335,6.24,[3],[315]
20230730T002341,8.82,[3],[286]
20230730T002350,4.5,[3],[221]
20230730T002354,8.46,[3],[286]
20230730T002403,7.09,[3],[219]
20230730T002410,1.64,[3],[214]
20230730T002411,6.75,[3],[323]
20230730T002418,6.42,[3],[304]
20230730T002425,6.54,[3],[257]
20230730T002431,7.98,[3],[312]
20230730T002439,8.38,[3],[269]
20230730T002447,7.38,[3],[266]
20230730T002455,6.49,[3],[314]
20230730T002501,3.92,[3],[218]
20230730T002505,8.06,[3],[341]
20230730T002513,8.29,[3],[296]
20230730T002522,4.75,[3],[217]
20230730T002526,1.55,[3],[267]
20230730T002528,3.45,[3],[323]
20230730T002531,4.34,[3],[280]
20230730T002536,1.2,[3],[209]
20230730T002537,4.44,[3],[250]
