Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230729T222346,5.86,[3],[286]
20230729T222352,7.2,[3],[243]
20230729T222359,5.4,[3],[331]
20230729T222404,1.13,[3],[297]
20230729T222406,8.27,[3],[218]
20230729T222414,6.43,[3],[247]
20230729T222420,6.18,[3],[287]
20230729T222426,1.66,[3],[324]
20230729T222428,2.66,[3],[292]
20230729T222431,4.5,[3],[275]
20230729T222435,3.78,[3],[297]
20230729T222439,5.04,[3],[292]
20230729T222444,4.69,[3],[277]
20230729T222449,3.33,[3],[233]
20230729T222452,6.12,[3],[301]
20230729T222458,6.03,[3],[313]
20230729T222504,6.14,[3],[215]
20230729T222510,9.0,[3],[312]
20230729T222519,3.73,[3],[198]
20230729T222523,3.44,[3],[309]
20230729T222527,6.87,[3],[290]
20230729T222534,2.77,[3],[228]
20230729T222536,7.41,[3],[298]
20230729T222544,5.05,[3],[231]
20230729T222549,8.54,[3],[319]
20230729T222557,1.98,[3],[185]
20230729T222559,2.39,[3],[236]
20230729T222602,3.52,[3],[215]
20230729T222605,3.69,[3],[270]
20230729T222609,7.69,[3],[253]
20230729T222617,7.55,[3],[671]
20230729T222624,8.56,[3],[276]
20230729T222633,1.82,[3],[624]
20230729T222635,8.13,[3],[234]
20230729T222643,7.14,[3],[282]
