Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230729T235308,5.48,[3],[476]
20230729T235313,4.03,[3],[224]
20230729T235317,3.16,"[3, 1]","[355, 937]"
20230729T235320,7.88,[3],[255]
20230729T235328,1.97,[3],[332]
20230729T235330,3.73,[3],[371]
20230729T235334,1.47,[3],[217]
20230729T235336,1.08,[3],[220]
20230729T235337,1.7,[3],[225]
20230729T235338,1.02,[3],[225]
20230729T235339,5.42,[3],[217]
20230729T235345,6.69,[3],[234]
20230729T235352,1.55,[3],[272]
20230729T235353,3.13,[3],[237]
20230729T235356,5.0,[3],[230]
20230729T235401,1.29,[3],[216]
20230729T235403,2.27,[3],[234]
20230729T235405,4.97,[3],[233]
20230729T235410,1.43,[3],[311]
20230729T235411,3.58,[3],[241]
20230729T235415,1.0,[3],[214]
20230729T235416,4.12,[3],[285]
20230729T235420,8.36,[3],[195]
20230729T235428,4.49,[3],[215]
20230729T235433,2.16,[3],[202]
20230729T235435,7.72,[3],[238]
20230729T235443,4.27,[3],[251]
20230729T235447,3.38,[3],[271]
20230729T235450,2.03,[3],[333]
20230729T235452,3.29,[3],[236]
20230729T235456,7.67,[3],[293]
20230729T235503,4.22,[3],[217]
20230729T235508,2.12,[3],[258]
20230729T235510,3.64,[3],[280]
20230729T235513,4.0,[3],[249]
20230729T235517,1.77,[3],[247]
20230729T235519,3.09,[3],[222]
20230729T235522,3.69,[3],[213]
20230729T235526,4.4,[3],[248]
20230729T235530,5.32,[3],[237]
20230729T235536,4.59,[3],[236]
20230729T235540,4.95,[3],[216]
20230729T235545,4.36,[3],[210]
20230729T235550,4.64,[3],[388]
20230729T235554,3.96,[3],[232]
20230729T235558,1.21,[3],[258]
20230729T235559,4.68,[3],[290]
20230729T235604,1.91,[3],[311]
20230729T235606,3.97,[3],[364]
