Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230729T215341,5.34,[3],[296]
20230729T215346,5.89,[3],[226]
20230729T215352,2.9,[3],[233]
20230729T215355,7.26,[3],[265]
20230729T215402,4.92,[3],[309]
20230729T215407,5.77,[3],[278]
20230729T215413,4.92,[3],[213]
20230729T215418,2.31,[3],[373]
20230729T215420,7.16,[3],[338]
20230729T215427,5.31,[3],[291]
20230729T215432,4.13,[3],[246]
20230729T215437,3.45,[3],[257]
20230729T215440,1.17,[3],[241]
20230729T215441,8.24,[3],[243]
20230729T215449,5.82,[3],[271]
20230729T215455,8.0,[3],[295]
20230729T215503,3.62,[3],[342]
20230729T215507,5.39,[3],[305]
20230729T215512,5.23,[3],[240]
20230729T215518,5.83,[3],[234]
20230729T215523,7.91,[3],[242]
20230729T215531,1.18,[3],[314]
20230729T215532,1.28,[3],[280]
20230729T215534,8.6,[3],[228]
20230729T215542,3.86,[3],[235]
20230729T215546,7.34,[3],[280]
20230729T215554,1.07,[3],[277]
20230729T215555,8.63,[3],[306]
20230729T215603,1.63,[3],[291]
20230729T215605,7.38,[3],[283]
20230729T215612,8.31,[3],[255]
20230729T215621,4.96,[3],[297]
20230729T215626,7.02,[3],[265]
20230729T215633,1.21,[3],[224]
20230729T215634,1.94,[3],[390]
20230729T215636,8.21,[3],[265]
