Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230124T203459,8.712386259457926,[3],[407]
20230124T203508,6.16940519472779,[3],[230]
20230124T203514,4.425966691303617,[3],[218]
20230124T203518,3.3023952722699423,[3],[221]
20230124T203522,1.0841413593664644,[3],[205]
20230124T203523,2.2668667064971375,[3],[267]
20230124T203525,2.3636396924633685,[3],[211]
20230124T203527,2.4264661652101367,[3],[254]
20230124T203530,7.046385577708912,[3],[226]
20230124T203537,3.6773508135450657,[3],[222]
20230124T203540,5.5811898789234595,[3],[238]
20230124T203546,5.69601351629692,[3],[286]
20230124T203552,6.947369643783872,[3],[258]
20230124T203559,3.3247648300311683,[3],[215]
20230124T203602,3.0617658108554258,[3],[247]
20230124T203605,3.9752594916312383,[3],[230]
20230124T203609,6.166292726968273,[3],[223]
20230124T203615,1.0413618702341498,[3],[253]
20230124T203616,6.995524614553255,[3],[253]
20230124T203623,8.359972669541449,[3],[192]
20230124T203632,7.522957480107925,[3],[219]
20230124T203639,4.440361169220657,[3],[214]
20230124T203644,3.925627581066202,[3],[258]
20230124T203648,6.638552217598558,[3],[253]
20230124T203654,3.387743615783659,[3],[279]
20230124T203658,7.756183928161674,[3],[211]
20230124T203705,4.489103208979239,"[3, 3]","[289, 582]"
20230124T203710,2.737885917213071,[3],[217]
20230124T203713,7.000926951205519,[3],[214]
20230124T203720,1.7169620512043746,[3],[232]
20230124T203721,5.370755782112684,[3],[235]
20230124T203727,3.8905630170883683,[3],[213]
20230124T203731,3.7449207816995544,[3],[206]
20230124T203734,3.0565244620191088,[3],[217]
20230124T203738,3.25552145011838,[3],[203]
20230124T203741,2.5276474135130025,[3],[195]
20230124T203743,6.065254732365028,[3],[228]
20230124T203749,5.546040115752608,[3],[261]
20230124T203755,8.496553151853334,[3],[206]
