Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230124T223400,4.522437208462163,[3],[327]
20230124T223405,3.3717781227561447,[3],[326]
20230124T223408,2.8342137130386336,[3],[237]
20230124T223411,8.743306357897778,[3],[216]
20230124T223420,1.294661912194485,[3],[321]
20230124T223421,3.8405104178613225,[3],[321]
20230124T223425,8.473355848431773,[3],[275]
20230124T223433,2.3861068229583298,[3],[328]
20230124T223436,4.831469545821771,[3],[271]
20230124T223440,5.707251676094998,[3],[266]
20230124T223446,7.736384619397379,[3],[268]
20230124T223454,3.4387048754428626,[3],[228]
20230124T223457,3.0940246497247816,[3],[238]
20230124T223500,1.0160621207351888,[3],[284]
20230124T223501,7.907698430436808,[3],[275]
20230124T223509,8.063123881760188,[3],[258]
20230124T223517,8.865560670818644,[3],[272]
20230124T223526,3.6209466780733877,[3],[206]
20230124T223530,2.1481086736783324,[3],[304]
20230124T223532,5.287637261031301,[3],[312]
20230124T223537,4.246759346806311,[3],[228]
20230124T223542,1.5545675445407836,[3],[247]
20230124T223543,4.3363797171878495,[3],[298]
20230124T223548,8.391241433288524,[3],[285]
20230124T223556,5.502016531782268,[3],[262]
20230124T223601,2.6022416756678144,[3],[288]
20230124T223604,1.3287348026612484,[3],[297]
20230124T223605,8.79060398663549,[3],[239]
20230124T223614,5.871415526627163,[3],[267]
20230124T223620,4.972261584416995,[3],[272]
20230124T223625,4.796416806643958,[3],[218]
20230124T223630,8.166126369118285,[3],[286]
20230124T223638,4.905362369312343,[3],[267]
20230124T223643,7.168364985589399,[3],[266]
20230124T223650,3.5726931088385934,[3],[358]
20230124T223654,5.215244715838756,[3],[272]
20230124T223659,4.870386617406612,[3],[221]
