Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230124T210517,3.19906735549717,[3],[248]
20230124T210520,8.036675146146042,[3],[254]
20230124T210528,1.8996690397365894,[3],[280]
20230124T210530,7.333216067054022,[3],[287]
20230124T210537,4.878116622626955,[3],[279]
20230124T210542,8.51704263313787,[3],[281]
20230124T210551,5.49698901160756,[3],[273]
20230124T210556,3.8140413169535083,[3],[248]
20230124T210600,4.855510575499661,[3],[248]
20230124T210605,8.522737051526281,[3],[236]
20230124T210613,4.027271211014477,[3],[220]
20230124T210617,7.443572584594969,[3],[285]
20230124T210625,8.05240870372755,[3],[282]
20230124T210633,7.385373467972716,[3],[240]
20230124T210640,6.999566220276089,[3],[217]
20230124T210647,3.0809325304134587,[3],[252]
20230124T210650,5.221347647263494,[3],[258]
20230124T210656,7.62464243372112,[3],[246]
20230124T210703,2.700121599359224,[3],[229]
20230124T210706,5.509422984632341,[3],[245]
20230124T210711,3.1088313741703715,[3],[245]
20230124T210715,1.9564421542923567,[3],[207]
20230124T210716,2.0754243942809936,[3],[229]
20230124T210719,8.660413944759789,[3],[203]
20230124T210727,3.1710724429007247,[3],[245]
20230124T210730,5.3761304452868535,[3],[259]
20230124T210736,2.2122311437782507,[3],[225]
20230124T210738,1.2843004864590206,[3],[266]
20230124T210739,8.28017872848552,[3],[231]
20230124T210748,7.713653430403116,[3],[269]
20230124T210755,6.3243017632924365,[3],[218]
20230124T210802,8.420468906408443,[3],[241]
20230124T210810,2.588131225955694,[3],[251]
20230124T210813,3.044227156300294,[3],[265]
