Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230124T213648,1.7341061963959925,[3],[342]
20230124T213649,1.4760854931519676,[3],[255]
20230124T213651,8.602452288440563,[3],[224]
20230124T213700,4.620271922852538,[3],[203]
20230124T213704,5.10573803885219,[],[]
20230124T213709,1.503679505854489,[3],[231]
20230124T213711,1.7818923327300649,[3],[286]
20230124T213713,2.2329091784979136,[3],[223]
20230124T213715,1.6036006553106832,[3],[267]
20230124T213716,2.1471981136599316,[3],[251]
20230124T213719,5.561647179561088,[3],[233]
20230124T213724,4.393286973506493,[3],[286]
20230124T213729,6.70596545812808,[3],[259]
20230124T213735,7.732484881766605,[3],[260]
20230124T213743,8.881095013101287,[3],[203]
20230124T213752,5.492998468876833,[3],[254]
20230124T213757,8.499410146205815,[3],[281]
20230124T213806,1.2768737137603905,[3],[260]
20230124T213807,8.049101526028128,[3],[276]
20230124T213815,2.349296720755423,[3],[283]
20230124T213818,2.9237192325597094,[3],[237]
20230124T213821,6.929151167676063,[3],[206]
20230124T213828,5.695016432964181,[3],[258]
20230124T213833,8.33626661112256,[3],[256]
20230124T213842,2.7493145401334003,[3],[223]
20230124T213844,1.1761890862150617,[3],[247]
20230124T213846,5.156419210902444,[3],[238]
20230124T213851,5.238714447949674,[3],[252]
20230124T213856,6.31867257751235,[3],[256]
20230124T213902,7.586326799437175,[3],[218]
20230124T213910,5.072183205950766,[3],[283]
20230124T213915,4.6442820410876475,[3],[263]
20230124T213920,7.2000002583856055,[3],[255]
20230124T213927,3.545594298417937,[3],[233]
20230124T213930,7.757678064861748,[3],[302]
20230124T213938,5.104285626004987,[3],[212]
20230124T213943,3.8772520110547424,[3],[507]
