Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230125T003404,1.2887163968788693,[3],[631]
20230125T003405,6.78762124855416,[3],[334]
20230125T003412,7.600348439629115,[3],[261]
20230125T003420,6.778865804469463,[3],[298]
20230125T003426,5.693708457054152,[3],[250]
20230125T003432,8.535628351727695,[3],[292]
20230125T003441,4.887404703947806,[3],[317]
20230125T003445,5.371881735986194,[3],[348]
20230125T003451,7.86296253275928,[3],[284]
20230125T003459,3.3694002457500147,[3],[270]
20230125T003502,2.196811552531372,[3],[340]
20230125T003504,3.4849341440294284,[3],[318]
20230125T003508,7.104558880067818,[3],[294]
20230125T003515,5.5112157041387135,[3],[311]
20230125T003520,5.361998282906484,[3],[312]
20230125T003526,4.154757976084004,[3],[258]
20230125T003530,1.6481200180652475,[3],[339]
20230125T003532,5.700793547525141,[3],[344]
20230125T003537,4.384951179449475,[3],[298]
20230125T003542,8.423912089449056,[3],[478]
20230125T003550,3.7292640793545386,[3],[370]
20230125T003554,8.370349724273584,[3],[399]
20230125T003602,3.2800208903574175,[3],[417]
20230125T003606,8.088960746396552,[3],[384]
20230125T003614,6.901821733244798,[3],[256]
20230125T003621,6.417381355727647,[3],[433]
20230125T003627,5.222367665891902,[3],[387]
20230125T003632,4.954804874108894,[3],[267]
20230125T003637,1.3054334611791605,[3],[266]
20230125T003638,7.986054467065251,[3],[303]
20230125T003646,4.890303740801062,[3],[331]
20230125T003651,3.6640854936251603,[3],[297]
20230125T003655,4.00373512284182,[3],[291]
20230125T003659,5.934637948329227,[3],[306]
