Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230125T010422,8.287679285071103,[3],[274]
20230125T010431,4.20375826279965,[3],[266]
20230125T010435,3.6922912814255575,[3],[318]
20230125T010438,4.223895363974319,[3],[287]
20230125T010443,3.631651638204442,[3],[289]
20230125T010446,3.9746497681215454,[3],[223]
20230125T010450,5.229014082352934,[3],[233]
20230125T010456,2.2019620617940268,[3],[243]
20230125T010458,7.835483659516246,[3],[294]
20230125T010506,7.438660934457161,[3],[237]
20230125T010513,1.8821688314283769,[3],[251]
20230125T010515,5.2452394189247835,[3],[296]
20230125T010520,8.248732536810525,[3],[254]
20230125T010528,3.637648191859279,[3],[257]
20230125T010532,3.5643345415784644,[3],[305]
20230125T010536,6.285817901252439,[3],[257]
20230125T010542,4.494510318937741,[3],[275]
20230125T010546,4.490818083839853,[3],[252]
20230125T010551,7.618399709570426,[3],[251]
20230125T010559,8.038452771397363,[3],[252]
20230125T010607,2.766065265314168,[3],[310]
20230125T010609,1.1478794537070849,[3],[328]
20230125T010611,4.1914159374405475,[3],[275]
20230125T010615,5.420550122818876,[3],[287]
20230125T010620,4.743020453062838,[3],[288]
20230125T010625,7.736220248891262,[3],[266]
20230125T010633,3.474812139295742,[3],[301]
20230125T010636,4.021328940655206,[3],[286]
20230125T010640,7.959084946659109,[3],[240]
20230125T010648,7.4527372539767685,[3],[341]
20230125T010656,1.4503427169189829,[3],[272]
20230125T010657,2.919241991687054,[3],[303]
20230125T010700,4.384157083749296,[3],[261]
20230125T010704,5.742652307083506,[3],[270]
20230125T010710,4.430581217457981,[3],[276]
20230125T010715,7.516815009936231,[3],[266]
