Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230124T233441,6.173013973012868,[3],[415]
20230124T233448,3.728596164908006,[3],[331]
20230124T233451,6.451744141861942,[3],[264]
20230124T233458,2.7211941288299046,[3],[308]
20230124T233500,4.673220568994371,[3],[433]
20230124T233505,4.516976289047491,[3],[255]
20230124T233510,2.879915841609831,[3],[289]
20230124T233513,8.571277735624639,[3],[295]
20230124T233521,4.44465117873001,[3],[263]
20230124T233526,4.687350025560429,[3],[303]
20230124T233530,8.387235608571412,[3],[281]
20230124T233539,8.380905482985554,[3],[261]
20230124T233547,3.879867986353932,[3],[317]
20230124T233551,8.461023783329166,[3],[346]
20230124T233559,6.7176213757875445,[3],[313]
20230124T233606,7.423639750015489,[3],[292]
20230124T233614,3.271136830551411,[3],[267]
20230124T233617,4.586161991810851,[3],[338]
20230124T233621,1.0063678603549597,[3],[301]
20230124T233622,3.524664321845882,[3],[317]
20230124T233626,5.344582428478018,[3],[369]
20230124T233631,8.75613692921144,[3],[274]
20230124T233640,7.452240668654981,[3],[486]
20230124T233648,2.8433944999438108,[3],[298]
20230124T233650,7.632678717346865,[3],[322]
20230124T233658,4.387569474512173,[3],[300]
20230124T233703,6.897644729688017,[3],[318]
20230124T233709,8.053132922622574,[3],[282]
20230124T233717,8.90884663282506,[3],[335]
20230124T233726,2.7347573393294295,[3],[304]
20230124T233729,2.7907662837895684,[3],[340]
20230124T233732,3.2410792424460126,[3],[239]
20230124T233735,6.2482590848900115,[3],[234]
