Timestamp,Colour presented,Presentation time,Keys pressed,Response Times
20230729T213022,"(1, 0, 0)",2.97,[707],[3]
20230729T213025,"(0, 0, 1)",4.83,[287],[3]
20230729T213030,"(1, 0, 0)",2.71,[239],[3]
20230729T213033,"(0, 1, 0)",1.11,[315],[3]
20230729T213034,"(1, 1, 0)",1.89,[],[]
20230729T213036,"(1, 0, 0)",5.38,[263],[3]
20230729T213041,"(0, 0, 1)",3.78,[277],[3]
20230729T213045,"(0, 1, 0)",6.86,[265],[3]
20230729T213052,"(0, 0, 1)",8.53,[256],[3]
20230729T213100,"(1, 1, 0)",9.07,[271],[3]
20230729T213110,"(0, 1, 0)",7.5,[342],[3]
20230729T213117,"(1, 1, 0)",9.47,[291],[3]
20230729T213127,"(1, 0, 0)",2.59,[247],[3]
20230729T213129,"(0, 1, 0)",3.79,[384],[3]
20230729T213133,"(0, 0, 1)",4.7,[310],[3]
20230729T213138,"(1, 1, 0)",1.7,[306],[3]
20230729T213139,"(0, 1, 0)",5.75,[349],[3]
20230729T213145,"(0, 0, 1)",2.64,[231],[3]
20230729T213148,"(0, 1, 0)",5.62,[335],[3]
20230729T213153,"(0, 0, 1)",8.94,[294],[3]
20230729T213202,"(1, 0, 0)",2.84,[269],[3]
20230729T213205,"(0, 1, 0)",5.35,[339],[3]
20230729T213211,"(1, 1, 0)",4.19,[298],[3]
20230729T213215,"(0, 1, 0)",6.25,[310],[3]
20230729T213221,"(1, 1, 0)",7.7,[289],[3]
20230729T213229,"(1, 0, 0)",1.58,[359],[3]
20230729T213230,"(1, 1, 0)",4.88,[402],[3]
20230729T213235,"(0, 1, 0)",7.91,[293],[3]
20230729T213243,"(1, 0, 0)",7.97,[277],[3]
20230729T213251,"(1, 1, 0)",9.03,[267],[3]
20230729T213300,"(0, 1, 0)",3.04,[359],[3]
20230729T213303,"(1, 1, 0)",9.25,[377],[3]
20230729T213313,"(1, 0, 0)",9.97,[278],[3]
20230729T213323,"(0, 0, 1)",4.75,[250],[3]
20230729T213327,"(1, 1, 0)",8.26,[328],[3]
20230729T213336,"(1, 0, 0)",3.34,[1101],[3]
20230729T213339,"(0, 1, 0)",3.85,[348],[3]
20230729T213343,"(0, 0, 1)",2.44,[330],[3]
20230729T213345,"(0, 1, 0)",9.05,"[306, 5635]","[3, 3]"
20230729T213354,"(1, 0, 0)",2.27,[240],[3]
20230729T213357,"(1, 1, 0)",4.9,[285],[3]
20230729T213402,"(0, 0, 1)",7.84,[272],[3]
20230729T213410,"(1, 0, 0)",3.1,[291],[3]
20230729T213413,"(0, 0, 1)",6.2,[395],[3]
20230729T213419,"(0, 1, 0)",6.36,[260],[3]
20230729T213425,"(1, 1, 0)",1.48,[398],[3]
20230729T213427,"(0, 1, 0)",8.63,[486],[3]
20230729T213435,"(1, 1, 0)",7.66,[368],[3]
20230729T213443,"(0, 1, 0)",1.61,[296],[3]
20230729T213445,"(1, 1, 0)",2.51,[408],[3]
20230729T213447,"(0, 0, 1)",7.59,[355],[3]
20230729T213455,"(0, 1, 0)",5.19,[351],[3]
20230729T213500,"(1, 0, 0)",9.3,[304],[3]
20230729T213509,"(0, 1, 0)",9.1,[286],[3]
20230729T213519,"(1, 0, 0)",6.62,[312],[3]
20230729T213525,"(1, 1, 0)",7.2,[313],[3]
20230729T213532,"(1, 0, 0)",7.9,[301],[3]
20230729T213540,"(1, 1, 0)",9.08,[332],[3]
20230729T213549,"(1, 0, 0)",6.45,[331],[3]
20230729T213556,"(0, 1, 0)",1.94,[342],[3]
20230729T213558,"(1, 0, 0)",6.35,[353],[3]
20230729T213604,"(0, 1, 0)",6.79,[299],[3]
20230729T213611,"(0, 0, 1)",4.95,[252],[3]
20230729T213616,"(1, 1, 0)",8.63,[360],[3]
20230729T213625,"(0, 1, 0)",5.16,[369],[3]
20230729T213630,"(1, 0, 0)",6.14,[395],[3]
20230729T213636,"(0, 1, 0)",9.81,[286],[3]
20230729T213646,"(1, 0, 0)",4.95,[375],[3]
20230729T213651,"(0, 0, 1)",6.7,[304],[3]
20230729T213658,"(1, 0, 0)",2.9,[346],[3]
20230729T213700,"(0, 1, 0)",8.24,[399],[3]
20230729T213709,"(1, 1, 0)",7.96,[],[]
20230729T213717,"(1, 0, 0)",8.99,[320],[3]
20230729T213726,"(0, 1, 0)",6.46,[326],[3]
20230729T213732,"(1, 1, 0)",2.81,[443],[3]
20230729T213735,"(0, 0, 1)",6.96,[370],[3]
20230729T213742,"(0, 1, 0)",3.66,[291],[3]
20230729T213746,"(1, 1, 0)",4.05,[356],[3]
20230729T213750,"(1, 0, 0)",5.29,[284],[3]
20230729T213755,"(0, 1, 0)",7.83,[298],[3]
20230729T213803,"(1, 0, 0)",1.81,[368],[3]
20230729T213805,"(1, 1, 0)",9.9,[409],[3]
20230729T213815,"(1, 0, 0)",6.08,[289],[3]
20230729T213821,"(0, 1, 0)",1.59,[331],[3]
20230729T213822,"(0, 0, 1)",5.89,[357],[3]
20230729T213828,"(1, 1, 0)",2.02,[299],[3]
20230729T213830,"(0, 1, 0)",6.06,[328],[3]
20230729T213836,"(0, 0, 1)",4.22,[303],[3]
20230729T213841,"(1, 1, 0)",2.87,[304],[3]
20230729T213844,"(1, 0, 0)",2.54,[330],[3]
20230729T213846,"(0, 1, 0)",1.73,[309],[3]
20230729T213848,"(0, 0, 1)",5.31,[315],[3]
20230729T213853,"(1, 0, 0)",2.31,[288],[3]
20230729T213856,"(1, 1, 0)",3.74,[355],[3]
20230729T213859,"(1, 0, 0)",7.67,[230],[3]
20230729T213907,"(0, 0, 1)",5.42,[377],[3]
20230729T213912,"(1, 1, 0)",3.44,[304],[3]
20230729T213916,"(0, 1, 0)",1.45,[303],[3]
20230729T213917,"(0, 0, 1)",7.54,[331],[3]
20230729T213925,"(1, 1, 0)",1.81,[302],[3]
20230729T213927,"(0, 1, 0)",8.49,[343],[3]
20230729T213935,"(0, 0, 1)",5.34,[319],[3]
20230729T213941,"(0, 1, 0)",3.25,[342],[3]
20230729T213944,"(1, 0, 0)",6.31,[555],[3]
