Timestamp,Colour presented,Presentation time,Keys pressed,Response Times
20230729T215958,"(0, 1, 0)",2.75,[],[]
20230729T220001,"(0, 0, 1)",9.19,[258],[3]
20230729T220010,"(0, 1, 0)",3.95,[309],[3]
20230729T220014,"(1, 1, 0)",7.11,[406],[3]
20230729T220021,"(1, 0, 0)",1.81,[245],[3]
20230729T220023,"(0, 1, 0)",8.59,[391],[3]
20230729T220032,"(0, 0, 1)",8.83,[287],[3]
20230729T220040,"(1, 0, 0)",9.48,[303],[3]
20230729T220050,"(0, 0, 1)",1.14,[449],[3]
20230729T220051,"(1, 0, 0)",7.81,[],[]
20230729T220059,"(1, 1, 0)",1.97,[272],[3]
20230729T220101,"(1, 0, 0)",8.02,[346],[3]
20230729T220109,"(1, 1, 0)",4.26,[329],[3]
20230729T220113,"(1, 0, 0)",1.5,[302],[3]
20230729T220115,"(0, 1, 0)",1.16,[326],[3]
20230729T220116,"(1, 0, 0)",3.09,[415],[3]
20230729T220119,"(0, 0, 1)",1.96,[269],[3]
20230729T220121,"(1, 0, 0)",8.0,"[294, 5430]","[3, 3]"
20230729T220129,"(0, 0, 1)",5.4,[322],[3]
20230729T220134,"(1, 1, 0)",9.68,[375],[3]
20230729T220144,"(0, 1, 0)",1.18,[310],[3]
20230729T220145,"(1, 0, 0)",6.49,[396],[3]
20230729T220152,"(1, 1, 0)",3.59,[318],[3]
20230729T220155,"(0, 1, 0)",9.29,[365],[3]
20230729T220205,"(1, 0, 0)",3.38,[374],[3]
20230729T220208,"(0, 1, 0)",1.89,[381],[3]
20230729T220210,"(1, 0, 0)",2.73,[548],[3]
20230729T220213,"(1, 1, 0)",1.31,[329],[3]
20230729T220214,"(1, 0, 0)",7.83,[616],[3]
20230729T220222,"(0, 1, 0)",5.65,[344],[3]
20230729T220228,"(1, 0, 0)",7.58,[347],[3]
20230729T220235,"(0, 0, 1)",3.75,[319],[3]
20230729T220239,"(1, 0, 0)",4.69,[375],[3]
20230729T220244,"(0, 1, 0)",3.78,[309],[3]
20230729T220248,"(1, 1, 0)",5.28,[344],[3]
20230729T220253,"(1, 0, 0)",1.55,[302],[3]
20230729T220254,"(0, 0, 1)",5.95,[310],[3]
20230729T220300,"(0, 1, 0)",3.53,[286],[3]
20230729T220304,"(1, 1, 0)",7.58,[364],[3]
20230729T220312,"(1, 0, 0)",8.0,[347],[3]
20230729T220320,"(0, 1, 0)",8.19,[391],[3]
20230729T220328,"(0, 0, 1)",2.45,[352],[3]
20230729T220330,"(1, 0, 0)",8.76,[360],[3]
20230729T220339,"(0, 1, 0)",7.61,[377],[3]
20230729T220347,"(1, 0, 0)",1.06,[361],[3]
20230729T220348,"(1, 1, 0)",3.99,[534],[3]
20230729T220352,"(1, 0, 0)",6.38,[449],[3]
20230729T220358,"(1, 1, 0)",2.84,[324],[3]
20230729T220401,"(1, 0, 0)",1.46,[377],[3]
20230729T220403,"(1, 1, 0)",8.62,[417],[3]
20230729T220411,"(1, 0, 0)",6.22,[340],[3]
20230729T220417,"(1, 1, 0)",2.69,[315],[3]
20230729T220420,"(1, 0, 0)",9.87,"[368, 5932]","[3, 3]"
20230729T220430,"(0, 0, 1)",4.63,[239],[3]
20230729T220435,"(1, 0, 0)",3.76,[327],[3]
20230729T220438,"(0, 0, 1)",6.97,[361],[3]
