Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230724T212257,4.0,[0],[218]
20230724T212301,2.58,[0],[301]
20230724T212304,4.02,[0],[304]
20230724T212308,7.24,[0],[290]
20230724T212315,6.47,[0],[386]
20230724T212321,1.43,[0],[287]
20230724T212323,7.75,[0],[371]
20230724T212331,4.6,[0],[290]
20230724T212335,5.49,[0],[291]
20230724T212341,5.66,[0],[290]
20230724T212346,7.55,[0],[236]
20230724T212354,4.28,[0],[310]
20230724T212358,1.81,[0],[310]
20230724T212400,8.41,[0],[258]
20230724T212408,6.14,[0],[278]
20230724T212415,5.98,[0],[318]
20230724T212421,6.69,[0],[316]
20230724T212427,1.96,[0],[248]
20230724T212429,5.91,[0],[287]
20230724T212435,6.03,[0],[281]
20230724T212441,1.94,[0],[215]
20230724T212443,1.07,[0],[270]
20230724T212444,8.04,[0],[297]
20230724T212452,3.33,[0],[560]
20230724T212456,4.99,[0],[308]
20230724T212501,1.48,[0],[412]
20230724T212502,7.08,[0],[375]
20230724T212509,6.37,[0],[270]
20230724T212516,6.37,[0],[192]
20230724T212522,7.93,[0],[249]
20230724T212530,3.22,[0],[315]
20230724T212533,2.96,[0],[270]
20230724T212536,3.54,[0],[244]
20230724T212540,7.86,[0],[291]
20230724T212548,2.59,[0],[257]
20230724T212550,5.83,[0],[297]
20230724T212556,5.78,[0],[267]
