Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230724T205552,3.84,[0],[2838]
20230724T205556,2.8,[0],[788]
20230724T205559,1.54,[0],[610]
20230724T205600,7.59,[0],[349]
20230724T205608,7.72,[0],[295]
20230724T205616,4.33,[0],[276]
20230724T205620,4.73,[0],[260]
20230724T205625,7.9,[0],[297]
20230724T205633,1.04,[0],[219]
20230724T205634,8.98,[0],[263]
20230724T205643,1.25,[0],[241]
20230724T205644,8.43,[0],[306]
20230724T205652,2.0,[0],[260]
20230724T205654,8.8,[0],[262]
20230724T205703,3.47,[0],[280]
20230724T205707,3.45,[0],[295]
20230724T205710,4.83,[0],[277]
20230724T205715,7.13,[0],[261]
20230724T205722,7.71,[0],[269]
20230724T205730,2.37,[0],[332]
20230724T205732,6.44,[0],[347]
20230724T205739,2.36,[0],[299]
20230724T205741,2.02,[0],[333]
20230724T205743,2.73,[0],[291]
20230724T205746,5.68,[0],[360]
20230724T205752,7.88,[0],[311]
20230724T205759,1.03,[0],[306]
20230724T205800,2.58,[0],[275]
20230724T205803,6.11,[0],[487]
20230724T205809,8.98,[0],[358]
20230724T205818,4.27,[0],[302]
20230724T205822,4.58,[0],[384]
20230724T205827,5.09,[0],[298]
20230724T205832,7.24,[0],[359]
20230724T205839,2.5,[0],[302]
20230724T205842,2.96,[0],[251]
20230724T205845,3.07,[0],[272]
20230724T205848,8.99,[0],[268]
