Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230724T235524,5.64,[0],[253]
20230724T235530,7.41,[0],[310]
20230724T235537,7.93,[0],[313]
20230724T235545,6.54,[0],[341]
20230724T235552,6.07,[0],[370]
20230724T235558,3.21,[0],[323]
20230724T235601,8.6,[0],[347]
20230724T235610,1.5,[0],[326]
20230724T235611,6.57,[0],[322]
20230724T235618,2.97,[0],[251]
20230724T235621,6.71,[0],[335]
20230724T235627,4.23,[0],[327]
20230724T235632,1.21,[0],[290]
20230724T235633,7.67,[0],[378]
20230724T235641,8.51,[0],[292]
20230724T235649,5.0,[0],[328]
20230724T235654,5.35,[0],[320]
20230724T235659,5.57,[0],[293]
20230724T235705,1.47,[0],[378]
20230724T235707,5.5,[0],[307]
20230724T235712,8.63,[0],[315]
20230724T235721,8.14,[0],[367]
20230724T235729,8.7,[0],[400]
20230724T235738,7.34,[0],[265]
20230724T235745,4.15,[0],[303]
20230724T235749,1.63,[0],[319]
20230724T235751,7.36,[0],[340]
20230724T235758,5.75,[0],[404]
20230724T235804,7.69,[0],[374]
20230724T235811,1.6,[0],[300]
20230724T235813,8.12,[0],[548]
20230724T235821,2.15,[0],[353]
