Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230724T202527,6.45,[0],[260]
20230724T202533,2.01,[0],[232]
20230724T202535,4.62,[0],[303]
20230724T202540,8.27,[0],[321]
20230724T202548,5.24,[0],[494]
20230724T202553,6.91,[0],[333]
20230724T202600,8.5,[0],[344]
20230724T202609,5.25,[0],[224]
20230724T202614,8.07,[0],[335]
20230724T202622,2.15,[0],[311]
20230724T202624,6.3,[0],[341]
20230724T202631,3.02,[0],[330]
20230724T202634,8.01,[0],[305]
20230724T202642,8.98,[0],[208]
20230724T202651,7.8,[0],[265]
20230724T202658,4.45,[0],[249]
20230724T202703,2.05,[0],[289]
20230724T202705,7.8,[0],[270]
20230724T202713,2.6,[0],[277]
20230724T202715,6.16,[0],[433]
20230724T202722,6.64,[0],[343]
20230724T202728,6.26,[0],[279]
20230724T202734,8.52,[0],[332]
20230724T202743,5.35,[0],[270]
20230724T202748,2.41,[0],[264]
20230724T202751,2.74,[0],[247]
20230724T202754,6.22,[0],[264]
20230724T202800,6.0,[0],[241]
20230724T202806,3.42,[0],[227]
20230724T202809,2.05,[0],[287]
20230724T202811,6.73,[0],[291]
20230724T202818,2.68,[0],[312]
20230724T202821,5.12,[0],[283]
