Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230725T002205,4.83,[0],[320]
20230725T002210,4.38,[0],[308]
20230725T002214,4.1,[0],[341]
20230725T002218,5.52,[0],[352]
20230725T002224,3.56,[0],[241]
20230725T002227,8.08,[0],[338]
20230725T002235,6.26,[0],[323]
20230725T002242,1.31,[0],[287]
20230725T002243,2.9,[0],[352]
20230725T002246,8.24,[0],[265]
20230725T002254,5.57,[0],[281]
20230725T002300,6.87,[0],[347]
20230725T002307,7.47,[0],[329]
20230725T002314,4.23,[0],[263]
20230725T002318,3.33,[0],[653]
20230725T002322,3.11,[0],[405]
20230725T002325,6.88,[0],[381]
20230725T002332,2.5,[0],[286]
20230725T002334,1.8,[0],[284]
20230725T002336,5.62,[0],[295]
20230725T002342,7.83,[0],[292]
20230725T002349,8.6,[0],[325]
20230725T002358,2.72,[0],[302]
20230725T002401,5.27,[0],[337]
20230725T002406,3.74,[0],[329]
20230725T002410,3.83,[0],[303]
20230725T002414,7.36,[0],[299]
20230725T002421,7.19,[0],[271]
20230725T002428,5.61,[0],[393]
20230725T002434,2.25,[0],[290]
20230725T002436,3.17,[0],[302]
20230725T002439,7.31,[0],[301]
20230725T002447,4.51,[0],[257]
20230725T002451,7.72,[0],[366]
20230725T002459,7.03,[0],[272]
