Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230724T215309,1.84,[0],[297]
20230724T215311,5.76,[0],[507]
20230724T215317,1.83,[0],[284]
20230724T215319,3.66,[0],[267]
20230724T215322,4.23,[0],[296]
20230724T215326,4.82,[0],[309]
20230724T215331,8.3,[0],[505]
20230724T215340,8.58,[0],[322]
20230724T215348,4.72,[0],[280]
20230724T215353,7.66,[0],[345]
20230724T215401,3.45,[0],[237]
20230724T215404,3.51,[0],[312]
20230724T215408,3.74,[0],[270]
20230724T215411,6.03,[0],[285]
20230724T215417,4.27,[0],[305]
20230724T215422,3.26,[0],[326]
20230724T215425,6.62,[0],[324]
20230724T215431,1.6,[0],[294]
20230724T215433,2.69,[0],[273]
20230724T215436,6.74,[0],[264]
20230724T215443,1.49,[0],[274]
20230724T215444,7.21,[0],[289]
20230724T215451,3.29,[0],[319]
20230724T215455,1.36,[0],[268]
20230724T215456,1.96,[0],[316]
20230724T215458,8.1,[0],[278]
20230724T215506,6.66,[0],[317]
20230724T215513,2.78,[0],[412]
20230724T215515,5.0,[0],[312]
20230724T215520,5.44,[0],[280]
20230724T215526,4.68,[0],[309]
20230724T215531,5.93,[0],[286]
20230724T215537,1.81,[0],[353]
20230724T215538,2.58,[0],[296]
20230724T215541,3.02,[0],[281]
20230724T215544,5.36,[0],[296]
20230724T215549,7.71,[0],[280]
20230724T215557,1.46,[0],[623]
20230724T215559,4.92,[0],[343]
20230724T215603,4.41,[0],[321]
20230724T215608,1.36,[0],[291]
