Timestamp,Colour presented,Presentation time,Keys pressed,Response Times
20230721T220036,"(0, 0, 1)",9.71,[572],[0]
20230721T220046,"(1, 0, 0)",8.71,[432],[0]
20230721T220055,"(0, 0, 1)",6.14,"[288, 5871]","[0, 0]"
20230721T220101,"(1, 0, 0)",5.5,[],[]
20230721T220106,"(0, 1, 0)",8.99,"[553, 4214]","[0, 0]"
20230721T220115,"(0, 0, 1)",7.37,[321],[0]
20230721T220123,"(1, 0, 0)",7.52,[352],[0]
20230721T220130,"(1, 1, 0)",1.76,[380],[0]
20230721T220132,"(1, 0, 0)",8.26,[657],[0]
20230721T220140,"(1, 1, 0)",4.2,[323],[0]
20230721T220145,"(0, 1, 0)",3.85,[381],[0]
20230721T220149,"(1, 1, 0)",8.24,[441],[0]
20230721T220157,"(0, 0, 1)",1.52,[555],[0]
20230721T220158,"(1, 1, 0)",8.03,[501],[0]
20230721T220206,"(0, 1, 0)",3.75,[398],[0]
20230721T220210,"(0, 0, 1)",4.63,[359],[0]
20230721T220215,"(1, 0, 0)",6.96,[389],[0]
20230721T220222,"(1, 1, 0)",4.44,[481],[0]
20230721T220226,"(0, 0, 1)",2.38,[524],[0]
20230721T220229,"(0, 1, 0)",1.0,[874],[0]
20230721T220230,"(1, 1, 0)",8.84,[989],[0]
20230721T220239,"(1, 0, 0)",3.02,[656],[0]
20230721T220242,"(1, 1, 0)",7.36,[705],[0]
20230721T220249,"(0, 0, 1)",8.7,[365],[0]
20230721T220258,"(0, 1, 0)",4.24,[409],[0]
20230721T220302,"(0, 0, 1)",6.39,[754],[0]
20230721T220308,"(1, 1, 0)",1.25,[454],[0]
20230721T220310,"(1, 0, 0)",8.51,[364],[0]
20230721T220318,"(0, 0, 1)",5.98,[506],[0]
20230721T220324,"(0, 1, 0)",7.56,[546],[0]
20230721T220332,"(0, 0, 1)",8.94,[516],[0]
20230721T220341,"(1, 1, 0)",6.09,[337],[0]
20230721T220347,"(0, 0, 1)",9.88,[630],[0]
20230721T220357,"(1, 1, 0)",2.88,[451],[0]
20230721T220400,"(0, 0, 1)",4.27,[373],[0]
20230721T220404,"(0, 1, 0)",7.91,[384],[0]
20230721T220412,"(1, 0, 0)",5.21,[364],[0]
20230721T220417,"(0, 1, 0)",6.46,[357],[0]
20230721T220424,"(0, 0, 1)",6.43,[310],[0]
20230721T220430,"(0, 1, 0)",7.82,[330],[0]
20230721T220438,"(1, 0, 0)",5.0,[444],[0]
20230721T220443,"(1, 1, 0)",7.12,[435],[0]
20230721T220450,"(1, 0, 0)",7.15,[361],[0]
20230721T220457,"(0, 0, 1)",2.79,[363],[0]
20230721T220500,"(1, 0, 0)",8.71,[534],[0]
20230721T220509,"(1, 1, 0)",8.02,[341],[0]
20230721T220517,"(1, 0, 0)",4.72,[676],[0]
20230721T220522,"(0, 0, 1)",5.72,[637],[0]
20230721T220527,"(1, 1, 0)",9.62,[367],[0]
20230721T220537,"(0, 0, 1)",5.09,[408],[0]
20230721T220542,"(1, 1, 0)",2.49,[354],[0]
20230721T220545,"(0, 0, 1)",9.13,[365],[0]
20230721T220554,"(1, 1, 0)",1.03,[365],[0]
20230721T220555,"(1, 0, 0)",1.78,[375],[0]
20230721T220557,"(1, 1, 0)",5.62,[322],[0]
20230721T220602,"(0, 0, 1)",1.73,[349],[0]
20230721T220604,"(1, 1, 0)",1.5,[332],[0]
20230721T220605,"(1, 0, 0)",8.51,[297],[0]
20230721T220614,"(1, 1, 0)",9.07,[385],[0]
20230721T220623,"(0, 1, 0)",5.36,[592],[0]
20230721T220628,"(1, 1, 0)",5.5,[409],[0]
20230721T220634,"(0, 0, 1)",7.28,[310],[0]
20230721T220641,"(1, 0, 0)",4.55,[402],[0]
20230721T220646,"(0, 0, 1)",5.94,[400],[0]
20230721T220652,"(1, 1, 0)",7.04,[330],[0]
20230721T220659,"(0, 0, 1)",2.77,[521],[0]
20230721T220702,"(0, 1, 0)",5.19,[480],[0]
20230721T220707,"(1, 1, 0)",7.85,[736],[0]
