Timestamp,Colour presented,Presentation time,Keys pressed,Response Times
20230721T223135,"(1, 1, 0)",4.24,[390],[0]
20230721T223139,"(0, 0, 1)",9.99,[348],[0]
20230721T223149,"(0, 1, 0)",6.61,[432],[0]
20230721T223156,"(1, 1, 0)",2.33,[371],[0]
20230721T223158,"(0, 1, 0)",1.21,[418],[0]
20230721T223200,"(0, 0, 1)",1.24,[373],[0]
20230721T223201,"(1, 0, 0)",3.5,[388],[0]
20230721T223204,"(0, 0, 1)",4.3,[402],[0]
20230721T223209,"(0, 1, 0)",2.95,[375],[0]
20230721T223212,"(0, 0, 1)",5.45,[327],[0]
20230721T223217,"(1, 0, 0)",7.09,[335],[0]
20230721T223224,"(0, 0, 1)",8.4,[340],[0]
20230721T223233,"(0, 1, 0)",9.93,[984],[0]
20230721T223243,"(1, 1, 0)",5.89,[397],[0]
20230721T223249,"(0, 0, 1)",5.48,[528],[0]
20230721T223254,"(1, 1, 0)",9.75,[333],[0]
20230721T223304,"(1, 0, 0)",9.77,[404],[0]
20230721T223314,"(0, 0, 1)",5.19,[472],[0]
20230721T223319,"(0, 1, 0)",9.18,[660],[0]
20230721T223328,"(0, 0, 1)",9.66,[428],[0]
20230721T223338,"(1, 1, 0)",4.47,[424],[0]
20230721T223342,"(0, 0, 1)",8.91,[434],[0]
20230721T223351,"(1, 0, 0)",1.12,[408],[0]
20230721T223352,"(0, 1, 0)",5.39,[451],[0]
20230721T223358,"(0, 0, 1)",1.33,[974],[0]
20230721T223359,"(1, 1, 0)",5.9,[548],[0]
20230721T223405,"(0, 1, 0)",3.26,[450],[0]
20230721T223408,"(0, 0, 1)",6.0,[475],[0]
20230721T223414,"(1, 0, 0)",5.73,[406],[0]
20230721T223420,"(1, 1, 0)",5.41,[494],[0]
20230721T223425,"(0, 0, 1)",8.12,[665],[0]
20230721T223434,"(1, 0, 0)",7.51,[322],[0]
20230721T223441,"(0, 1, 0)",4.85,[363],[0]
20230721T223446,"(0, 0, 1)",8.38,[359],[0]
20230721T223454,"(1, 0, 0)",6.2,[345],[0]
20230721T223501,"(1, 1, 0)",3.21,[369],[0]
20230721T223504,"(1, 0, 0)",8.49,[404],[0]
20230721T223512,"(1, 1, 0)",5.26,[398],[0]
20230721T223518,"(1, 0, 0)",7.24,[605],[0]
20230721T223525,"(0, 1, 0)",1.92,[1069],[0]
20230721T223527,"(0, 0, 1)",7.98,[347],[0]
20230721T223535,"(1, 1, 0)",1.96,[375],[0]
20230721T223537,"(0, 0, 1)",7.59,[366],[0]
20230721T223544,"(1, 0, 0)",4.12,[535],[0]
20230721T223549,"(0, 1, 0)",9.83,[647],[0]
20230721T223558,"(0, 0, 1)",6.88,[513],[0]
20230721T223605,"(0, 1, 0)",8.9,[390],[0]
20230721T223614,"(0, 0, 1)",6.95,[390],[0]
20230721T223621,"(1, 0, 0)",8.18,[367],[0]
20230721T223629,"(0, 1, 0)",4.24,[342],[0]
20230721T223634,"(1, 0, 0)",9.48,[1263],[0]
20230721T223643,"(1, 1, 0)",2.76,[366],[0]
20230721T223646,"(0, 1, 0)",1.13,[549],[0]
20230721T223647,"(1, 1, 0)",5.16,[366],[0]
20230721T223652,"(0, 1, 0)",5.56,[980],[0]
20230721T223658,"(1, 0, 0)",2.33,[456],[0]
20230721T223700,"(0, 1, 0)",4.18,[480],[0]
20230721T223704,"(1, 0, 0)",5.72,[324],[0]
20230721T223710,"(0, 0, 1)",4.39,[714],[0]
20230721T223715,"(0, 1, 0)",9.1,"[460, 3108]","[0, 0]"
20230721T223724,"(1, 0, 0)",4.94,[447],[0]
20230721T223729,"(1, 1, 0)",5.24,[359],[0]
20230721T223734,"(0, 0, 1)",1.63,[514],[0]
20230721T223736,"(1, 1, 0)",5.43,[490],[0]
20230721T223741,"(0, 1, 0)",1.28,[530],[0]
20230721T223742,"(1, 0, 0)",5.28,[410],[0]
20230721T223748,"(0, 1, 0)",1.86,[1317],[0]
20230721T223750,"(0, 0, 1)",4.75,[531],[0]
20230721T223754,"(1, 0, 0)",1.56,[481],[0]
20230721T223756,"(0, 1, 0)",9.04,[436],[0]
20230721T223805,"(1, 0, 0)",9.51,[429],[0]
20230721T223814,"(0, 0, 1)",7.97,[1048],[0]
20230721T223822,"(0, 1, 0)",5.65,[340],[0]
20230721T223828,"(1, 1, 0)",2.75,[440],[0]
20230721T223831,"(0, 0, 1)",3.25,[424],[0]
20230721T223834,"(0, 1, 0)",6.19,[369],[0]
20230721T223840,"(1, 0, 0)",8.58,[888],[0]
20230721T223849,"(0, 1, 0)",8.09,[401],[0]
20230721T223857,"(1, 1, 0)",8.11,[779],[0]
20230721T223905,"(1, 0, 0)",8.47,[456],[0]
20230721T223914,"(0, 0, 1)",3.62,[1407],[0]
20230721T223917,"(1, 1, 0)",8.41,[1676],[0]
20230721T223926,"(1, 0, 0)",2.68,[527],[0]
20230721T223928,"(0, 1, 0)",8.78,[937],[0]
20230721T223937,"(1, 0, 0)",7.81,[707],[0]
20230721T223945,"(1, 1, 0)",8.88,[515],[0]
20230721T223954,"(1, 0, 0)",7.41,[384],[0]
20230721T224001,"(1, 1, 0)",5.76,[456],[0]
20230721T224007,"(0, 1, 0)",6.72,[1827],[0]
20230721T224014,"(0, 0, 1)",2.94,[406],[0]
20230721T224017,"(0, 1, 0)",2.18,[451],[0]
20230721T224019,"(1, 0, 0)",7.01,[510],[0]
20230721T224026,"(0, 0, 1)",7.22,[415],[0]
20230721T224033,"(0, 1, 0)",2.38,[681],[0]
20230721T224036,"(1, 0, 0)",8.23,[575],[0]
20230721T224044,"(0, 0, 1)",4.88,[362],[0]
20230721T224049,"(1, 1, 0)",5.19,[342],[0]
20230721T224054,"(0, 0, 1)",9.02,[468],[0]
20230721T224103,"(1, 1, 0)",9.2,[441],[0]
20230721T224112,"(0, 0, 1)",7.33,[699],[0]
20230721T224120,"(1, 0, 0)",6.57,[479],[0]
20230721T224126,"(0, 1, 0)",5.17,[401],[0]
20230721T224131,"(1, 1, 0)",5.66,[556],[0]
20230721T224137,"(1, 0, 0)",3.34,[667],[0]
20230721T224141,"(0, 0, 1)",4.32,[393],[0]
20230721T224145,"(0, 1, 0)",2.76,[382],[0]
20230721T224148,"(1, 1, 0)",8.01,[999],[0]
20230721T224156,"(1, 0, 0)",6.15,[458],[0]
20230721T224202,"(0, 0, 1)",8.2,[479],[0]
20230721T224210,"(0, 1, 0)",9.45,[2121],[0]
20230721T224220,"(0, 0, 1)",3.56,[419],[0]
20230721T224223,"(0, 1, 0)",5.08,[495],[0]
20230721T224228,"(0, 0, 1)",1.91,[1175],[0]
