Timestamp,Colour presented,Presentation time,Keys pressed,Response Times
20230721T230035,"(0, 0, 1)",1.94,[314],[0]
20230721T230037,"(1, 1, 0)",6.13,[301],[0]
20230721T230043,"(0, 1, 0)",1.77,[323],[0]
20230721T230045,"(0, 0, 1)",3.86,[336],[0]
20230721T230049,"(1, 1, 0)",2.99,[305],[0]
20230721T230052,"(0, 0, 1)",5.93,[330],[0]
20230721T230058,"(0, 1, 0)",8.42,[320],[0]
20230721T230106,"(1, 0, 0)",5.29,[477],[0]
20230721T230112,"(0, 0, 1)",7.83,[338],[0]
20230721T230120,"(0, 1, 0)",5.48,[308],[0]
20230721T230125,"(1, 0, 0)",4.26,[281],[0]
20230721T230129,"(0, 1, 0)",6.67,[676],[0]
20230721T230136,"(1, 1, 0)",5.75,[538],[0]
20230721T230142,"(0, 1, 0)",6.28,[326],[0]
20230721T230148,"(0, 0, 1)",6.34,[301],[0]
20230721T230154,"(1, 1, 0)",7.22,[337],[0]
20230721T230202,"(0, 0, 1)",6.56,[377],[0]
20230721T230208,"(1, 0, 0)",8.06,[393],[0]
20230721T230216,"(1, 1, 0)",1.85,[356],[0]
20230721T230218,"(0, 1, 0)",2.55,[592],[0]
20230721T230221,"(1, 1, 0)",2.33,[455],[0]
20230721T230223,"(0, 1, 0)",3.72,[422],[0]
20230721T230227,"(1, 0, 0)",6.6,[553],[0]
20230721T230233,"(0, 1, 0)",4.72,[396],[0]
20230721T230238,"(1, 0, 0)",6.02,[374],[0]
20230721T230244,"(1, 1, 0)",8.78,[399],[0]
20230721T230253,"(1, 0, 0)",5.09,[325],[0]
20230721T230258,"(1, 1, 0)",3.79,[401],[0]
20230721T230302,"(0, 0, 1)",1.9,[1260],[0]
20230721T230304,"(1, 0, 0)",8.84,[446],[0]
20230721T230313,"(0, 0, 1)",4.45,[474],[0]
20230721T230317,"(1, 1, 0)",7.24,[450],[0]
20230721T230325,"(0, 0, 1)",2.1,[],[]
20230721T230327,"(0, 1, 0)",8.9,"[100, 1590]","[0, 0]"
20230721T230336,"(0, 0, 1)",3.27,[493],[0]
20230721T230339,"(1, 1, 0)",9.28,[385],[0]
20230721T230348,"(0, 0, 1)",3.87,[1621],[0]
20230721T230352,"(0, 1, 0)",6.74,[381],[0]
20230721T230359,"(1, 1, 0)",8.08,[393],[0]
20230721T230407,"(0, 0, 1)",1.89,[304],[0]
20230721T230409,"(1, 0, 0)",5.95,[818],[0]
20230721T230415,"(0, 0, 1)",1.47,[495],[0]
20230721T230416,"(1, 1, 0)",7.36,[431],[0]
20230721T230424,"(0, 1, 0)",7.95,[383],[0]
20230721T230432,"(1, 0, 0)",4.31,[1540],[0]
20230721T230436,"(1, 1, 0)",8.5,[5350],[0]
20230721T230444,"(0, 0, 1)",8.05,[345],[0]
20230721T230453,"(1, 0, 0)",2.01,[564],[0]
20230721T230455,"(0, 0, 1)",7.84,[653],[0]
20230721T230502,"(0, 1, 0)",7.85,[376],[0]
20230721T230510,"(1, 1, 0)",9.05,[463],[0]
20230721T230519,"(0, 0, 1)",2.89,[865],[0]
20230721T230522,"(1, 0, 0)",2.44,[380],[0]
20230721T230525,"(1, 1, 0)",7.12,[457],[0]
20230721T230532,"(1, 0, 0)",6.66,[533],[0]
20230721T230539,"(0, 1, 0)",1.72,[1053],[0]
20230721T230540,"(1, 1, 0)",5.96,[457],[0]
20230721T230546,"(0, 0, 1)",6.76,[539],[0]
20230721T230553,"(1, 1, 0)",1.86,[408],[0]
20230721T230555,"(0, 0, 1)",8.95,[546],[0]
20230721T230604,"(1, 1, 0)",7.4,[371],[0]
20230721T230611,"(1, 0, 0)",3.15,[532],[0]
20230721T230615,"(0, 0, 1)",7.93,"[488, 5679]","[0, 0]"
20230721T230622,"(0, 1, 0)",3.8,[391],[0]
20230721T230626,"(0, 0, 1)",7.54,[1624],[0]
20230721T230634,"(1, 0, 0)",6.91,[346],[0]
20230721T230641,"(0, 0, 1)",9.77,[334],[0]
20230721T230651,"(1, 1, 0)",8.35,"[461, 6196]","[0, 0]"
20230721T230659,"(1, 0, 0)",9.36,"[391, 6716]","[0, 0]"
20230721T230708,"(0, 1, 0)",2.43,[1149],[0]
20230721T230711,"(1, 1, 0)",5.85,[837],[0]
20230721T230717,"(1, 0, 0)",4.47,[],[]
20230721T230721,"(0, 0, 1)",1.38,[397],[0]
20230721T230723,"(1, 0, 0)",6.85,[430],[0]
20230721T230729,"(0, 1, 0)",5.38,[1563],[0]
20230721T230735,"(0, 0, 1)",1.2,[],[]
20230721T230736,"(1, 1, 0)",5.83,[644],[0]
20230721T230742,"(0, 0, 1)",1.46,[481],[0]
20230721T230743,"(1, 0, 0)",9.14,[],[]
20230721T230753,"(1, 1, 0)",8.98,[6683],[0]
20230721T230802,"(1, 0, 0)",7.61,[],[]
20230721T230809,"(0, 0, 1)",4.8,[],[]
20230721T230814,"(1, 0, 0)",4.25,[2453],[0]
20230721T230818,"(0, 1, 0)",8.47,[],[]
20230721T230827,"(0, 0, 1)",3.74,[1550],[0]
20230721T230831,"(1, 0, 0)",4.59,[389],[0]
20230721T230835,"(1, 1, 0)",3.2,[2979],[0]
20230721T230838,"(1, 0, 0)",6.01,[477],[0]
20230721T230844,"(0, 1, 0)",8.26,[6794],[0]
20230721T230853,"(0, 0, 1)",1.54,[],[]
20230721T230854,"(0, 1, 0)",4.05,[495],[0]
20230721T230858,"(0, 0, 1)",3.7,[],[]
20230721T230902,"(1, 0, 0)",2.64,[],[]
20230721T230905,"(0, 0, 1)",6.97,[4875],[0]
20230721T230912,"(1, 0, 0)",4.5,[],[]
20230721T230916,"(0, 1, 0)",6.64,[],[]
20230721T230923,"(1, 0, 0)",5.99,[3760],[0]
20230721T230929,"(0, 1, 0)",7.01,[],[]
20230721T230936,"(0, 0, 1)",8.05,[4371],[0]
20230721T230944,"(1, 0, 0)",5.73,[],[]
20230721T230950,"(0, 1, 0)",3.33,[],[]
20230721T230953,"(0, 0, 1)",9.3,[],[]
20230721T231002,"(1, 1, 0)",9.64,[],[]
20230721T231012,"(1, 0, 0)",9.19,[407],[0]
20230721T231021,"(1, 1, 0)",6.38,[],[]
20230721T231028,"(0, 1, 0)",7.89,[5285],[0]
20230721T231036,"(1, 0, 0)",5.7,[4319],[0]
20230721T231041,"(0, 1, 0)",1.3,[1241],[0]
20230721T231043,"(1, 1, 0)",7.04,[631],[0]
20230721T231050,"(1, 0, 0)",2.09,[],[]
20230721T231052,"(0, 0, 1)",9.18,[],[]
20230721T231101,"(1, 0, 0)",9.0,[2628],[0]
20230721T231110,"(0, 0, 1)",7.68,[],[]
20230721T231118,"(1, 1, 0)",8.64,[426],[0]
20230721T231127,"(0, 1, 0)",9.4,[4527],[0]
20230721T231136,"(1, 0, 0)",8.07,[7953],[0]
20230721T231144,"(0, 1, 0)",8.76,[379],[0]
20230721T231153,"(1, 0, 0)",4.05,[],[]
20230721T231157,"(0, 1, 0)",7.36,"[2906, 3520, 5093]","[0, 0, 0]"
20230721T231204,"(0, 0, 1)",7.47,"[4968, 6442]","[0, 0]"
20230721T231212,"(0, 1, 0)",7.08,[1342],[0]
20230721T231219,"(1, 1, 0)",6.81,[5790],[0]
20230721T231226,"(0, 1, 0)",5.44,[],[]
20230721T231231,"(1, 0, 0)",9.22,[4944],[0]
20230721T231240,"(0, 1, 0)",2.52,[576],[0]
20230721T231243,"(1, 0, 0)",4.62,[4001],[0]
20230721T231248,"(0, 1, 0)",1.32,[],[]
20230721T231249,"(1, 1, 0)",8.05,[],[]
20230721T231257,"(1, 0, 0)",5.91,[],[]
20230721T231303,"(1, 1, 0)",4.89,[845],[0]
20230721T231308,"(0, 0, 1)",4.19,[],[]
20230721T231312,"(1, 1, 0)",1.42,[],[]
20230721T231314,"(0, 1, 0)",5.25,[2883],[0]
20230721T231319,"(1, 0, 0)",4.04,[432],[0]
20230721T231323,"(1, 1, 0)",1.77,[359],[0]
20230721T231325,"(0, 1, 0)",9.31,[513],[0]
20230721T231334,"(1, 1, 0)",8.3,[],[]
20230721T231342,"(1, 0, 0)",7.8,[1051],[0]
20230721T231350,"(0, 1, 0)",1.74,[1049],[0]
20230721T231352,"(1, 1, 0)",9.88,[8501],[0]
20230721T231402,"(1, 0, 0)",7.59,[406],[0]
20230721T231409,"(0, 1, 0)",8.23,[7904],[0]
20230721T231418,"(0, 0, 1)",5.8,[383],[0]
20230721T231424,"(0, 1, 0)",2.5,[],[]
20230721T231426,"(0, 0, 1)",5.29,[3038],[0]
20230721T231431,"(0, 1, 0)",4.92,[4729],[0]
20230721T231436,"(1, 0, 0)",1.83,[],[]
20230721T231438,"(0, 1, 0)",8.79,[8185],[0]
20230721T231447,"(1, 0, 0)",3.94,[],[]
20230721T231451,"(0, 1, 0)",9.12,[666],[0]
20230721T231500,"(1, 0, 0)",9.4,[],[]
20230721T231509,"(0, 1, 0)",8.02,[],[]
20230721T231518,"(0, 0, 1)",8.33,[7927],[0]
20230721T231526,"(1, 0, 0)",9.48,[559],[0]
20230721T231535,"(1, 1, 0)",5.39,[],[]
20230721T231541,"(0, 1, 0)",4.75,[1387],[0]
20230721T231546,"(1, 1, 0)",5.22,[],[]
20230721T231551,"(0, 0, 1)",3.39,[],[]
20230721T231554,"(1, 1, 0)",3.84,[560],[0]
20230721T231558,"(0, 1, 0)",7.85,[],[]
20230721T231606,"(1, 1, 0)",5.47,[],[]
20230721T231611,"(0, 1, 0)",3.48,[],[]
20230721T231615,"(1, 1, 0)",8.39,[],[]
20230721T231623,"(0, 1, 0)",1.89,[],[]
20230721T231625,"(0, 0, 1)",7.57,[],[]
20230721T231633,"(0, 1, 0)",4.9,[4238],[0]
20230721T231638,"(0, 0, 1)",7.12,[875],[0]
20230721T231645,"(0, 1, 0)",7.51,[559],[0]
20230721T231652,"(1, 1, 0)",5.94,[1100],[0]
20230721T231658,"(0, 0, 1)",8.57,[554],[0]
20230721T231707,"(0, 1, 0)",6.15,[489],[0]
20230721T231713,"(1, 0, 0)",7.99,[321],[0]
20230721T231721,"(1, 1, 0)",4.88,[349],[0]
20230721T231726,"(0, 1, 0)",8.7,[422],[0]
20230721T231735,"(0, 0, 1)",7.66,[382],[0]
20230721T231742,"(1, 0, 0)",4.23,[904],[0]
20230721T231747,"(1, 1, 0)",3.66,[700],[0]
20230721T231750,"(1, 0, 0)",7.11,[1148],[0]
20230721T231758,"(0, 0, 1)",8.76,[558],[0]
20230721T231806,"(0, 1, 0)",2.49,[1111],[0]
20230721T231809,"(1, 1, 0)",2.79,[645],[0]
20230721T231812,"(1, 0, 0)",1.37,[884],[0]
20230721T231813,"(0, 1, 0)",7.06,[676],[0]
20230721T231820,"(0, 0, 1)",2.1,[1270],[0]
20230721T231822,"(1, 0, 0)",9.13,[675],[0]
20230721T231831,"(1, 1, 0)",7.88,[544],[0]
20230721T231839,"(1, 0, 0)",3.1,[430],[0]
20230721T231842,"(1, 1, 0)",1.64,[335],[0]
20230721T231844,"(0, 0, 1)",5.13,[317],[0]
20230721T231849,"(0, 1, 0)",3.75,[680],[0]
20230721T231853,"(1, 1, 0)",5.7,[2001],[0]
20230721T231859,"(1, 0, 0)",3.38,[828],[0]
20230721T231902,"(1, 1, 0)",4.11,[570],[0]
20230721T231906,"(0, 1, 0)",8.7,[513],[0]
20230721T231915,"(1, 0, 0)",1.7,[454],[0]
20230721T231917,"(0, 0, 1)",4.82,[404],[0]
20230721T231921,"(1, 0, 0)",5.46,[372],[0]
20230721T231927,"(0, 1, 0)",5.87,[650],[0]
20230721T231933,"(1, 0, 0)",2.18,[967],[0]
20230721T231935,"(1, 1, 0)",8.32,"[557, 4738]","[0, 0]"
20230721T231943,"(0, 1, 0)",7.5,"[487, 3068]","[0, 0]"
20230721T231951,"(1, 1, 0)",6.2,[392],[0]
20230721T231957,"(1, 0, 0)",1.89,[420],[0]
20230721T231959,"(0, 0, 1)",4.79,[384],[0]
20230721T232004,"(0, 1, 0)",2.9,[421],[0]
20230721T232007,"(1, 1, 0)",6.74,[],[]
20230721T232014,"(1, 0, 0)",2.73,[378],[0]
20230721T232016,"(0, 0, 1)",7.21,[370],[0]
