Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230718T003651,5.58,[3],[302]
20230718T003656,1.73,[3],[246]
20230718T003658,4.2,[3],[296]
20230718T003702,1.34,[3],[243]
20230718T003704,7.97,[3],[254]
20230718T003712,3.77,[3],[294]
20230718T003715,7.48,[3],[236]
20230718T003723,7.52,[3],[310]
20230718T003730,3.76,[3],[269]
20230718T003734,2.4,[3],[267]
20230718T003737,5.71,[3],[288]
20230718T003742,1.92,[3],[228]
20230718T003744,3.75,[3],[252]
20230718T003748,2.91,[3],[242]
20230718T003751,6.88,[3],[223]
20230718T003758,5.93,[3],[269]
20230718T003804,5.93,[3],[229]
20230718T003810,5.99,[3],[266]
20230718T003816,8.62,[3],[211]
20230718T003824,1.45,[3],[282]
20230718T003826,8.9,[3],[344]
20230718T003835,8.72,[3],[271]
20230718T003843,1.43,[3],[188]
20230718T003845,1.53,[3],[316]
20230718T003846,4.11,[3],[238]
20230718T003850,3.86,[3],[214]
20230718T003854,6.16,[3],[180]
20230718T003901,1.52,[3],[197]
20230718T003902,8.75,[3],[286]
20230718T003911,1.21,[3],[195]
20230718T003912,8.43,[3],[276]
20230718T003920,4.2,[3],[216]
20230718T003925,8.55,[3],[241]
20230718T003933,7.25,[3],[203]
20230718T003941,5.0,[3],[242]
20230718T003946,8.05,[3],[319]
