Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230717T213600,3.41,[1],[188]
20230717T213603,6.42,[0],[315]
20230717T213610,7.47,[1],[273]
20230717T213617,1.07,[1],[394]
20230717T213618,8.61,[1],[363]
20230717T213627,2.38,[1],[246]
20230717T213629,5.2,[2],[239]
20230717T213634,1.18,[1],[277]
20230717T213636,6.28,[0],[293]
20230717T213642,7.1,[1],[317]
20230717T213649,2.53,[1],[281]
20230717T213651,5.55,[1],[238]
20230717T213657,2.38,[1],[243]
20230717T213659,2.02,[1],[463]
20230717T213701,1.0,[1],[216]
20230717T213702,3.92,[1],[243]
20230717T213706,8.96,[1],[227]
20230717T213715,4.54,[1],[269]
20230717T213720,3.4,[1],[213]
20230717T213723,5.23,[1],[282]
20230717T213729,1.89,[1],[239]
20230717T213730,3.74,[1],[285]
20230717T213734,8.77,[1],[247]
20230717T213743,7.6,[1],[205]
20230717T213751,8.82,[1],[240]
20230717T213759,5.22,[1],[286]
20230717T213805,1.14,[1],[276]
20230717T213806,3.58,[1],[285]
20230717T213809,4.48,[1],[216]
20230717T213814,3.25,[1],[287]
20230717T213817,8.22,[1],[336]
20230717T213825,4.21,[1],[280]
20230717T213830,1.2,[1],[221]
20230717T213831,5.18,[1],[285]
20230717T213836,8.67,[1],[225]
20230717T213845,4.74,[1],[235]
20230717T213849,5.92,[1],[255]
20230717T213855,6.24,[1],[210]
