Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230717T200624,3.81,[0],[345]
20230717T200628,5.1,[3],[229]
20230717T200633,5.66,[0],[289]
20230717T200638,5.25,[0],[272]
20230717T200644,2.77,[0],[246]
20230717T200646,7.37,[0],[335]
20230717T200654,6.71,[0],[230]
20230717T200701,3.84,[0],[269]
20230717T200704,4.53,[2],[268]
20230717T200709,6.37,[2],[200]
20230717T200715,1.37,[3],[239]
20230717T200717,8.4,[3],[278]
20230717T200725,6.44,[3],[227]
20230717T200732,5.58,[3],[208]
20230717T200737,1.06,[3],[265]
20230717T200738,7.1,[3],[302]
20230717T200745,7.14,[3],[283]
20230717T200753,3.69,[3],[356]
20230717T200756,3.94,[3],[291]
20230717T200800,3.64,[3],[274]
20230717T200804,1.75,[3],[276]
20230717T200806,8.36,[3],[283]
20230717T200814,6.64,[3],[253]
20230717T200821,2.28,[3],[217]
20230717T200823,8.82,[3],[299]
20230717T200832,4.46,[3],[279]
20230717T200836,8.41,[3],[284]
20230717T200845,2.87,[3],[248]
20230717T200847,8.04,[3],[258]
20230717T200856,6.47,[3],[211]
20230717T200902,1.93,"[3, 3]","[345, 522]"
20230717T200904,2.98,[3],[256]
20230717T200907,6.38,[3],[203]
20230717T200913,3.94,[3],[240]
20230717T200917,4.51,[3],[276]
20230717T200922,6.45,[3],[278]
