Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230717T230647,3.91,[3],[677]
20230717T230651,1.52,[3],[278]
20230717T230652,5.95,[3],[338]
20230717T230658,8.02,[3],[277]
20230717T230706,4.01,[3],[216]
20230717T230710,2.35,[3],[278]
20230717T230712,8.8,[3],[310]
20230717T230721,8.59,[3],[244]
20230717T230730,6.57,[3],[212]
20230717T230736,7.67,[3],[324]
20230717T230744,1.97,[3],[431]
20230717T230746,3.82,[3],[273]
20230717T230750,7.94,[3],[277]
20230717T230758,5.51,[3],[289]
20230717T230803,1.61,[3],[290]
20230717T230805,5.63,[3],[337]
20230717T230811,8.38,[3],[301]
20230717T230819,5.38,[3],[261]
20230717T230824,4.7,[3],[300]
20230717T230829,7.35,[3],[356]
20230717T230836,7.62,[3],[337]
20230717T230844,2.13,[3],[253]
20230717T230846,7.32,[3],[382]
20230717T230854,4.02,[3],[326]
20230717T230858,4.93,[3],[337]
20230717T230903,2.15,[3],[290]
20230717T230905,4.63,[3],[222]
20230717T230909,7.01,[3],[235]
20230717T230916,6.08,[3],[342]
20230717T230922,6.59,"[3, 3]","[283, 875]"
20230717T230929,8.91,[3],[377]
20230717T230938,3.88,[3],[214]
20230717T230942,1.55,[3],[315]
20230717T230943,3.91,[3],[269]
