Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230717T233627,6.62,[3],[278]
20230717T233634,2.0,[3],[294]
20230717T233636,5.28,[3],[292]
20230717T233641,8.2,[3],[255]
20230717T233649,5.9,[3],[256]
20230717T233655,8.17,[3],[275]
20230717T233703,2.4,[3],[256]
20230717T233706,3.98,[3],[292]
20230717T233710,7.43,[3],[229]
20230717T233717,4.76,[3],[446]
20230717T233722,6.43,[3],[275]
20230717T233728,2.7,[3],[258]
20230717T233731,5.35,[3],[294]
20230717T233736,7.55,[3],[292]
20230717T233744,2.76,[3],[305]
20230717T233747,8.55,[3],[264]
20230717T233755,3.57,[3],[274]
20230717T233759,2.61,[3],[319]
20230717T233801,8.63,[3],[221]
20230717T233810,4.31,[3],[208]
20230717T233814,1.42,[3],[280]
20230717T233816,3.22,[3],[302]
20230717T233819,2.55,[3],[253]
20230717T233822,3.61,[3],[316]
20230717T233825,2.48,[3],[232]
20230717T233828,6.8,[3],[215]
20230717T233835,6.16,[3],[310]
20230717T233841,1.27,[3],[254]
20230717T233842,8.63,[3],[277]
20230717T233851,8.7,[3],[349]
20230717T233859,3.59,[3],[254]
20230717T233903,3.82,[3],[253]
20230717T233907,5.54,[3],[268]
20230717T233912,4.13,[3],[206]
20230717T233916,2.4,[3],[249]
20230717T233919,3.35,[3],[278]
20230717T233922,3.45,[3],[281]
20230717T233926,4.36,[3],[330]
