Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230717T203615,8.58,[1],[245]
20230717T203624,6.58,[1],[246]
20230717T203631,3.84,[4],[247]
20230717T203634,3.18,[4],[296]
20230717T203638,2.61,[4],[212]
20230717T203640,3.09,[4],[211]
20230717T203643,3.34,[2],[218]
20230717T203647,5.36,[2],[182]
20230717T203652,1.75,[4],[200]
20230717T203654,8.83,[4],[259]
20230717T203703,1.96,"[4, 2]","[225, 247]"
20230717T203705,1.98,[4],[217]
20230717T203707,7.58,[4],[234]
20230717T203714,6.66,[4],[188]
20230717T203721,8.13,[4],[203]
20230717T203729,5.26,"[4, 4]","[282, 3841]"
20230717T203734,7.8,[4],[222]
20230717T203742,4.31,[2],[252]
20230717T203746,4.89,[4],[253]
20230717T203751,6.19,[4],[236]
20230717T203758,2.82,[4],[240]
20230717T203800,8.5,[4],[228]
20230717T203809,5.75,[4],[226]
20230717T203815,1.56,[4],[212]
20230717T203816,6.9,[4],[273]
20230717T203823,6.8,[4],[280]
20230717T203830,6.84,[4],[230]
20230717T203837,6.82,[4],[278]
20230717T203844,3.61,[4],[246]
20230717T203847,6.65,"[4, 4]","[242, 4047]"
20230717T203854,7.89,[4],[196]
20230717T203902,7.8,[4],[189]
20230717T203910,1.94,[2],[374]
20230717T203912,8.01,[4],[250]
