Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230717T223719,4.87,[3],[676]
20230717T223724,8.89,[3],[227]
20230717T223733,1.43,[3],[271]
20230717T223735,8.14,[3],[341]
20230717T223743,4.99,[3],[298]
20230717T223748,2.74,[3],[246]
20230717T223750,5.07,[3],[294]
20230717T223756,3.43,[3],[273]
20230717T223759,8.99,[3],[663]
20230717T223808,1.81,[3],[314]
20230717T223810,8.11,[3],[332]
20230717T223818,6.39,"[3, 3]","[271, 928]"
20230717T223824,6.73,[3],[309]
20230717T223831,7.42,[3],[332]
20230717T223838,6.26,[3],[352]
20230717T223845,2.41,[3],[299]
20230717T223847,5.59,[3],[339]
20230717T223853,6.23,[3],[283]
20230717T223859,2.36,[3],[332]
20230717T223901,3.61,[3],[265]
20230717T223905,7.57,[3],[295]
20230717T223913,8.53,[3],[306]
20230717T223921,1.56,[3],[233]
20230717T223923,2.66,[3],[350]
20230717T223925,3.53,[3],[299]
20230717T223929,5.9,[3],[314]
20230717T223935,1.32,[3],[185]
20230717T223936,1.2,[3],[336]
20230717T223937,6.5,[3],[290]
20230717T223944,5.24,[3],[318]
20230717T223949,1.76,[3],[333]
20230717T223951,5.89,[3],[344]
20230717T223957,5.54,[3],[401]
20230717T224002,2.68,[3],[364]
20230717T224005,7.49,[3],[279]
20230717T224013,1.5,[3],[236]
20230717T224014,8.07,[3],[259]
