Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230717T193845,8.2,[3],[1296]
20230717T193853,4.09,[2],[646]
20230717T193857,7.68,[0],[382]
20230717T193905,1.75,[0],[319]
20230717T193906,7.08,[0],[391]
20230717T193913,7.6,"[3, 2]","[341, 366]"
20230717T193921,5.65,[3],[250]
20230717T193927,8.64,[3],[506]
20230717T193935,8.6,[3],[272]
20230717T193944,8.61,[3],[495]
20230717T193953,2.96,[0],[440]
20230717T193956,6.48,[0],[496]
20230717T194002,3.28,[2],[618]
20230717T194005,5.66,"[2, 2]","[261, 1093]"
20230717T194011,4.74,[3],[295]
20230717T194016,4.26,[0],[431]
20230717T194020,3.33,[2],[316]
20230717T194023,1.97,[2],[442]
20230717T194025,4.44,[2],[421]
20230717T194030,2.57,[2],[298]
20230717T194032,8.65,[2],[311]
20230717T194041,4.65,[3],[303]
20230717T194046,5.39,[1],[361]
20230717T194051,3.83,[0],[392]
20230717T194055,2.29,[1],[519]
20230717T194057,1.71,[3],[244]
20230717T194059,5.09,[3],[451]
20230717T194104,5.85,[3],[294]
20230717T194110,8.09,[3],[240]
20230717T194118,5.0,[3],[355]
20230717T194123,7.53,[3],[266]
20230717T194131,7.33,[3],[285]
20230717T194138,1.56,[3],[282]
20230717T194139,6.2,[3],[327]
