Timestamp,Colour presented,Presentation time,Keys pressed,Response Times
20230717T231458,"(1, 1, 0)",1.89,[665],[0]
20230717T231500,"(1, 0, 0)",5.16,[356],[0]
20230717T231505,"(1, 1, 0)",6.98,[310],[0]
20230717T231512,"(1, 0, 0)",6.68,[343],[0]
20230717T231519,"(1, 1, 0)",6.76,[378],[0]
20230717T231525,"(0, 1, 0)",5.76,[275],[0]
20230717T231531,"(1, 1, 0)",4.3,[277],[0]
20230717T231536,"(0, 1, 0)",2.19,[322],[0]
20230717T231538,"(1, 1, 0)",3.38,[325],[0]
20230717T231541,"(1, 0, 0)",9.98,[423],[0]
20230717T231551,"(1, 1, 0)",3.27,[335],[0]
20230717T231554,"(0, 1, 0)",8.26,[419],[0]
20230717T231603,"(0, 0, 1)",7.38,[328],[0]
20230717T231610,"(1, 1, 0)",5.66,[313],[0]
20230717T231616,"(0, 1, 0)",3.62,[326],[0]
20230717T231619,"(1, 0, 0)",9.2,[407],[0]
20230717T231629,"(0, 1, 0)",6.58,[282],[0]
20230717T231635,"(1, 0, 0)",1.16,[353],[0]
20230717T231636,"(0, 1, 0)",4.93,[397],[0]
20230717T231641,"(0, 0, 1)",4.78,[500],[0]
20230717T231646,"(0, 1, 0)",7.57,[469],[0]
20230717T231654,"(1, 1, 0)",3.56,[360],[0]
20230717T231657,"(1, 0, 0)",6.39,[504],[0]
20230717T231704,"(0, 1, 0)",9.06,[740],[0]
20230717T231713,"(0, 0, 1)",7.58,[315],[0]
20230717T231720,"(0, 1, 0)",1.42,[373],[0]
20230717T231722,"(0, 0, 1)",7.32,[389],[0]
20230717T231729,"(1, 0, 0)",1.16,[580],[0]
20230717T231730,"(0, 0, 1)",6.13,[402],[0]
20230717T231737,"(1, 1, 0)",7.97,[334],[0]
20230717T231745,"(0, 1, 0)",2.15,[464],[0]
20230717T231747,"(1, 0, 0)",5.31,[397],[0]
20230717T231752,"(1, 1, 0)",1.03,[426],[0]
20230717T231753,"(0, 0, 1)",2.82,[401],[0]
20230717T231756,"(1, 1, 0)",7.81,[321],[0]
20230717T231804,"(0, 1, 0)",4.31,[384],[0]
20230717T231808,"(1, 0, 0)",4.15,[363],[0]
20230717T231812,"(0, 0, 1)",7.34,[359],[0]
20230717T231820,"(0, 1, 0)",5.38,[389],[0]
20230717T231825,"(0, 0, 1)",7.68,[387],[0]
20230717T231833,"(1, 1, 0)",4.49,[403],[0]
20230717T231837,"(0, 1, 0)",5.02,[503],[0]
20230717T231842,"(0, 0, 1)",2.53,[532],[0]
20230717T231845,"(1, 1, 0)",4.21,[406],[0]
20230717T231849,"(0, 0, 1)",2.74,[371],[0]
20230717T231852,"(1, 1, 0)",9.34,[519],[0]
20230717T231901,"(1, 0, 0)",4.93,[832],[0]
20230717T231906,"(1, 1, 0)",5.69,[317],[0]
20230717T231912,"(1, 0, 0)",6.33,[537],[0]
20230717T231918,"(0, 1, 0)",8.56,[345],[0]
20230717T231927,"(0, 0, 1)",9.97,[507],[0]
20230717T231937,"(1, 1, 0)",6.49,[359],[0]
20230717T231943,"(1, 0, 0)",5.01,[410],[0]
20230717T231948,"(1, 1, 0)",5.43,[733],[0]
20230717T231954,"(0, 1, 0)",2.95,[394],[0]
20230717T231957,"(1, 0, 0)",9.71,[356],[0]
20230717T232006,"(0, 1, 0)",5.89,[549],[0]
20230717T232012,"(0, 0, 1)",1.41,[443],[0]
20230717T232014,"(0, 1, 0)",9.95,[323],[0]
20230717T232024,"(1, 0, 0)",7.83,[374],[0]
20230717T232032,"(0, 1, 0)",3.38,[393],[0]
20230717T232035,"(0, 0, 1)",1.81,[687],[0]
20230717T232037,"(1, 1, 0)",5.0,[346],[0]
20230717T232042,"(0, 0, 1)",5.43,[479],[0]
20230717T232047,"(1, 1, 0)",9.06,[401],[0]
20230717T232056,"(0, 1, 0)",5.7,[465],[0]
20230717T232102,"(1, 1, 0)",4.65,[607],[0]
20230717T232107,"(0, 1, 0)",2.35,[668],[0]
20230717T232109,"(1, 1, 0)",2.83,[475],[0]
20230717T232112,"(0, 0, 1)",3.64,[621],[0]
20230717T232116,"(1, 0, 0)",7.58,[503],[0]
20230717T232123,"(0, 1, 0)",4.46,[306],[0]
20230717T232128,"(0, 0, 1)",5.18,[653],[0]
20230717T232133,"(1, 1, 0)",7.11,[497],[0]
20230717T232140,"(0, 0, 1)",9.95,[514],[0]
20230717T232150,"(0, 1, 0)",4.51,[418],[0]
20230717T232155,"(1, 0, 0)",9.25,[588],[0]
20230717T232204,"(0, 1, 0)",8.13,[419],[0]
20230717T232212,"(1, 0, 0)",5.42,[367],[0]
20230717T232217,"(1, 1, 0)",2.75,[366],[0]
20230717T232220,"(1, 0, 0)",5.36,[396],[0]
20230717T232226,"(0, 1, 0)",6.2,[336],[0]
20230717T232232,"(1, 1, 0)",5.42,[372],[0]
20230717T232237,"(0, 0, 1)",3.01,[1069],[0]
20230717T232240,"(1, 1, 0)",2.06,[507],[0]
20230717T232242,"(0, 1, 0)",5.92,[499],[0]
