Timestamp,Colour presented,Presentation time,Keys pressed,Response Times
20230717T224248,"(0, 0, 1)",1.59,[418],[0]
20230717T224250,"(0, 1, 0)",4.92,[268],[0]
20230717T224255,"(1, 0, 0)",8.02,[337],[0]
20230717T224303,"(1, 1, 0)",4.67,[247],[0]
20230717T224308,"(1, 0, 0)",4.92,[287],[0]
20230717T224313,"(0, 0, 1)",2.42,[416],[0]
20230717T224315,"(0, 1, 0)",6.48,[364],[0]
20230717T224322,"(1, 1, 0)",1.73,[286],[0]
20230717T224323,"(0, 1, 0)",2.86,[366],[0]
20230717T224326,"(1, 0, 0)",5.01,[324],[0]
20230717T224331,"(1, 1, 0)",3.91,[305],[0]
20230717T224335,"(0, 0, 1)",2.73,[396],[0]
20230717T224338,"(1, 0, 0)",3.89,[542],[0]
20230717T224342,"(1, 1, 0)",4.4,[454],[0]
20230717T224346,"(0, 0, 1)",3.3,[630],[0]
20230717T224350,"(1, 0, 0)",9.31,[491],[0]
20230717T224359,"(0, 1, 0)",6.26,[451],[0]
20230717T224405,"(0, 0, 1)",4.02,[351],[0]
20230717T224409,"(1, 1, 0)",4.64,[399],[0]
20230717T224414,"(0, 0, 1)",1.26,[353],[0]
20230717T224415,"(0, 1, 0)",6.11,[424],[0]
20230717T224421,"(1, 0, 0)",9.97,[271],[0]
20230717T224431,"(0, 0, 1)",6.98,[370],[0]
20230717T224438,"(1, 1, 0)",7.35,[398],[0]
20230717T224446,"(1, 0, 0)",1.28,[336],[0]
20230717T224447,"(1, 1, 0)",7.0,[469],[0]
20230717T224454,"(0, 1, 0)",7.98,[563],[0]
20230717T224502,"(1, 1, 0)",3.91,[586],[0]
20230717T224506,"(0, 0, 1)",2.36,[306],[0]
20230717T224508,"(1, 0, 0)",3.2,[461],[0]
20230717T224512,"(0, 1, 0)",4.8,"[251, 2759]","[0, 0]"
20230717T224516,"(1, 1, 0)",1.5,[406],[0]
20230717T224518,"(1, 0, 0)",7.93,[337],[0]
20230717T224526,"(0, 1, 0)",5.94,[329],[0]
20230717T224532,"(1, 0, 0)",2.01,[257],[0]
20230717T224534,"(0, 1, 0)",1.15,[357],[0]
20230717T224535,"(1, 1, 0)",2.77,[344],[0]
20230717T224538,"(1, 0, 0)",6.8,[305],[0]
20230717T224545,"(0, 0, 1)",2.25,[315],[0]
20230717T224547,"(0, 1, 0)",1.83,[379],[0]
20230717T224549,"(1, 1, 0)",7.0,[475],[0]
20230717T224556,"(0, 1, 0)",2.86,[377],[0]
20230717T224559,"(1, 0, 0)",9.88,[362],[0]
20230717T224608,"(1, 1, 0)",3.49,[346],[0]
20230717T224612,"(0, 0, 1)",9.03,[388],[0]
20230717T224621,"(0, 1, 0)",4.6,[433],[0]
20230717T224626,"(1, 1, 0)",6.58,[428],[0]
20230717T224632,"(0, 0, 1)",8.2,[350],[0]
20230717T224640,"(0, 1, 0)",6.68,[658],[0]
20230717T224647,"(0, 0, 1)",4.55,[355],[0]
20230717T224652,"(1, 1, 0)",3.02,[307],[0]
20230717T224655,"(0, 0, 1)",7.58,[341],[0]
20230717T224702,"(1, 0, 0)",1.85,[318],[0]
20230717T224704,"(1, 1, 0)",2.53,[395],[0]
20230717T224707,"(0, 1, 0)",6.19,[360],[0]
20230717T224713,"(1, 0, 0)",5.43,[431],[0]
20230717T224718,"(0, 1, 0)",7.45,[418],[0]
