Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230721T205804,7.39,[0],[409]
20230721T205812,3.44,[0],[359]
20230721T205815,3.95,[0],[350]
20230721T205819,6.4,[0],[271]
20230721T205825,1.92,[0],[246]
20230721T205827,7.45,[0],[306]
20230721T205835,6.76,[0],[274]
20230721T205842,8.13,[0],[281]
20230721T205850,1.08,[0],[248]
20230721T205851,1.52,[0],[350]
20230721T205852,8.13,[0],[253]
20230721T205901,5.2,[0],[540]
20230721T205906,6.71,[0],[270]
20230721T205912,1.56,[0],[384]
20230721T205914,1.83,[0],[250]
20230721T205916,6.69,[0],[224]
20230721T205923,4.85,[0],[279]
20230721T205927,6.11,[0],[260]
20230721T205934,6.86,[0],[240]
20230721T205940,5.81,[0],[263]
20230721T205946,5.13,[0],[286]
20230721T205951,2.57,[0],[257]
20230721T205954,1.28,[0],[224]
20230721T205955,1.67,[0],[301]
20230721T205957,2.67,[0],[252]
20230721T210000,4.0,[0],[274]
20230721T210004,6.12,[0],[290]
20230721T210010,4.23,[0],[304]
20230721T210014,3.9,[0],[274]
20230721T210018,4.22,[0],[280]
20230721T210022,4.59,[0],[258]
20230721T210027,7.48,[0],[248]
20230721T210034,5.59,[0],[354]
20230721T210040,1.48,[0],[239]
20230721T210041,5.47,[0],[259]
20230721T210047,8.79,[0],[253]
20230721T210056,3.45,[0],[343]
20230721T210059,8.14,[0],[355]
