Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230722T005233,2.82,[0],[933]
20230722T005236,6.83,[0],[376]
20230722T005243,4.19,[0],[418]
20230722T005247,3.87,[0],[332]
20230722T005251,7.28,[0],[334]
20230722T005258,6.01,[0],[283]
20230722T005304,3.77,[0],[388]
20230722T005308,4.49,[0],[361]
20230722T005313,2.33,[0],[295]
20230722T005315,3.49,[0],[296]
20230722T005318,8.84,[0],[290]
20230722T005327,8.58,[0],[437]
20230722T005336,7.48,[0],[328]
20230722T005343,6.45,[0],[280]
20230722T005350,8.21,[0],[347]
20230722T005358,6.71,[0],[312]
20230722T005405,7.09,[0],[269]
20230722T005412,7.19,[0],[273]
20230722T005419,7.21,[0],[359]
20230722T005426,7.47,[0],[444]
20230722T005434,7.7,[0],[309]
20230722T005442,7.33,[0],[260]
20230722T005449,3.2,[0],[309]
20230722T005452,4.99,[0],[357]
20230722T005457,2.14,[0],[273]
20230722T005459,4.24,[0],[257]
20230722T005503,1.09,[0],[275]
20230722T005505,1.12,[0],[487]
20230722T005506,2.33,[0],[508]
20230722T005508,4.96,[0],[365]
20230722T005513,1.17,[0],[311]
20230722T005514,5.7,[0],[317]
20230722T005520,8.53,[0],[364]
20230722T005528,4.03,[0],[295]
