Timestamps,Interval to next sound_s,Keys pressed,Response Times
20230721T225540,8.09,[0],[595]
20230721T225549,3.24,[0],[623]
20230721T225552,2.35,[0],[370]
20230721T225554,2.2,[0],[345]
20230721T225556,7.58,[0],[382]
20230721T225604,5.72,[0],[306]
20230721T225610,6.88,[0],[304]
20230721T225617,4.25,[0],[307]
20230721T225621,7.51,[0],[337]
20230721T225628,5.42,[0],[323]
20230721T225634,6.1,[0],[196]
20230721T225640,5.81,[0],[301]
20230721T225646,2.06,[0],[431]
20230721T225648,1.37,[0],[356]
20230721T225649,4.63,[0],[335]
20230721T225654,3.92,[0],[295]
20230721T225658,6.97,[0],[529]
20230721T225705,7.39,[0],[328]
20230721T225712,2.03,[0],[365]
20230721T225714,7.95,[0],[293]
20230721T225722,2.24,[0],[337]
20230721T225724,5.02,[0],[352]
20230721T225729,7.75,[0],[402]
20230721T225737,3.45,[0],[366]
20230721T225741,2.2,[0],[344]
20230721T225743,4.42,[0],[374]
20230721T225747,4.35,[0],[333]
20230721T225752,4.36,[0],[488]
20230721T225756,1.21,[0],[360]
20230721T225757,5.36,[0],[374]
20230721T225803,1.27,[0],[596]
20230721T225804,3.69,[0],[303]
20230721T225808,3.08,[0],[469]
20230721T225811,7.54,[0],[321]
20230721T225818,3.67,[0],[455]
20230721T225822,4.02,[0],[489]
20230721T225826,6.86,[0],[408]
20230721T225833,8.57,[0],[461]
